title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
the trials of cate mccall,Karen Moncrieff,Sunrise Films Pitbull Pictures,Kate Beckinsale,Nick Nolte,James Cromwell,89.0,Drama,English,United States of America,7000000.0,249601.0,2013.0
tillbaka till bromma,Martin Persson,BOB Film Sweden AB,Peter Magnusson,Hanna Alström,Sandra Huldt,94.0,Comedy,svenska,Sweden,,,2014.0
saints and soldiers: airborne creed,Ryan Little,Koan Films Go Films,Corbin Allred,David Nibley,Jasen Wade,94.0,Drama,English Français,United States of America,,,2012.0
tall story,Joshua Logan,Mansfield Productions,Jane Fonda,Anthony Perkins,Ray Walston,91.0,Comedy,English,United States of America,,,1960.0
think like a man too,Tim Story,Will Packer Productions,Adam Brody,Michael Ealy,Jerry Ferrara,105.0,Comedy Romance,English,United States of America,24000000.0,70181428.0,2014.0
thin ice,Sidney Lanfield,Twentieth Century Fox Film Corporation,Sonja Henie,Tyrone Power,Arthur Treacher,79.0,Comedy Romance Music,English,United States of America,,790421.0,1937.0
the pool boys,J.B. Rogers,A-Mark Entertainment Zide-Perry Productions FlipZide Pictures Project 8 Films Parallel Media Voodoo Production Services,Efren Ramirez,Matthew Lillard,Brett Davern,84.0,Comedy,English,United States of America,,,2011.0
jersey boys,Clint Eastwood,Warner Bros.,Christopher Walken,Vincent Piazza,Freya Tingley,134.0,Music Drama,English,United States of America,40000000.0,67347013.0,2014.0
the corridor,Evan Kelly,Chronicle Pictures Kulwar Films Last Call Productions,Matthew Amyotte,Nigel Bennett,Stephen Chambers,99.0,Drama Science Fiction Thriller Horror,English,Canada,,,2012.0
nick fury: agent of s.h.i.e.l.d.,Rod Hardy,Marvel Enterprises 20th Century Fox Television National Studios Inc. Fury Productions Limited Partnership,David Hasselhoff,Lisa Rinna,Sandra Hess,120.0,Science Fiction Action,English,United States of America,,,1998.0
the pirates of blood river,John Gilling,Hammer Film Productions,Christopher Lee,Glenn Corbett,Kerwin Mathews,87.0,Action Adventure Drama,English,United Kingdom,,,1962.0
bitch hug,Andreas Öhman,Sveriges Television (SVT) Cinepost Studios Sonet Film AB,Linda Molin,Fanny Ketter,Mathilda von Essen,101.0,Drama,svenska,Sweden,,,2012.0
caprice,Frank Tashlin,Arcola Pictures,Doris Day,Richard Harris,Ray Walston,92.0,Thriller Comedy Crime,English,United States of America,,,1967.0
the internet's own boy: the story of aaron swartz,Brian Knappenberger,Participant Media FilmBuff Luminant Media Unjustus Films,Aaron Swartz,Tim Berners-Lee,Cory Doctorow,105.0,Crime Documentary,English,United States of America,,48911.0,2014.0
anita,Freida Lee Mock,Swedish Film Production Alpha France,Christina Lindberg,Stellan Skarsgård,Danièle Vlaminck,85.0,Documentary,English,France Sweden,,,2013.0
8 days to premiere,Perttu Leppä,Juonifilmi,Laura Birn,Mikko Leppilampi,Iina Kuustonen,110.0,Comedy Romance,suomi,Finland,,,2008.0
a mother's courage,Friðrik Þór Friðriksson,Chet Walker Enterprises Interscope Communications Disney Branded Television,Alfre Woodard,AJ Johnson,Leon,0.0,Drama TV Movie,English,United States of America,,,2009.0
a fine pair,Francesco Maselli,Cinema Center Films Vides Cinematografica,Rock Hudson,Claudia Cardinale,Tomás Milián,113.0,Adventure Comedy Crime,English Italiano,Italy,,,1968.0
a kid for two farthings,Carol Reed,London Film Productions,Celia Johnson,Diana Dors,David Kossoff,96.0,Family Comedy Drama,English,United Kingdom,,,1956.0
a woman's secret,Nicholas Ray,RKO Radio Pictures,Maureen O'Hara,Melvyn Douglas,Gloria Grahame,84.0,Mystery Drama,English,United States of America,,,1949.0
the deadly trap,René Clément,Les Films Pomereu Les Films Corona,Faye Dunaway,Frank Langella,Barbara Parkins,96.0,Mystery Drama,English,France Italy,,,1971.0
transformers: age of extinction,Michael Bay,Paramount Pictures Amblin Entertainment Di Bonaventura Pictures Platinum Dunes China Movie Channel Hasbro Studios Ian Bryce Productions Revolution Sun Studios,Mark Wahlberg,Stanley Tucci,Kelsey Grammer,165.0,Science Fiction Action Adventure,English,United States of America,210000000.0,1091405097.0,2014.0
metalhead,Ragnar Bragason,Mystery Productions,Ingvar Eggert Sigurðsson,Þröstur Leó Gunnarsson,Sveinn Ólafur Gunnarsson,97.0,Drama,Íslenska,Iceland,,,2013.0
russian roulette,Lou Lombardo,Incorporated Television Company (ITC) Bulldog,George Segal,Cristina Raines,Bo Brundin,93.0,Thriller Crime Drama,English,United Kingdom Canada,1250000.0,,1975.0
attack of the 50 ft. woman,Christopher Guest,Warner Bros. Television Home Box Office (HBO) Bartleby,Daryl Hannah,Frances Fisher,William Windom,85.0,Science Fiction Comedy,English,United States of America,,,1993.0
august,Eldar Rapaport,Original Media,Murray Bartlett,Daniel Dugan,Adrian Gonzalez,100.0,Drama,Español English,United States of America,,,2011.0
our man in marrakesh,Don Sharp,Towers of London Productions,Tony Randall,Senta Berger,Terry-Thomas,92.0,Adventure Comedy Mystery Crime,English,United Kingdom,,,1966.0
belle starr,Irving Cummings,Twentieth Century Fox Film Corporation,Randolph Scott,Gene Tierney,Dana Andrews,82.0,Western,English,United States of America,,,1941.0
belle starr,John A. Alonzo,20th Century Fox,Elizabeth Montgomery,Cliff Potts,Michael Cavanaugh,97.0,Western,English,United States of America,,,1980.0
finding vivian maier,Charlie Siskel John Maloof,Ravine Pictures,Vivian Maier,John Maloof,Daniel Arnaud,83.0,Documentary,English,United States of America,,1503616.0,2014.0
jack strong,Władysław Pasikowski,Scorpio Studio,Marcin Dorociński,Piotr Nerlewski,Patrick Wilson,128.0,Action Drama Crime Mystery,English Polski Pусский,Poland,3335702.0,,2014.0
jennifer,Brice Mack,American International Pictures (AIP),Lisa Pelikan,Bert Convy,Nina Foch,90.0,Horror,English,United States of America,,,1978.0
perfect sisters,Stanley M. Brooks,Julijette,Abigail Breslin,Georgie Henley,Mira Sorvino,100.0,Thriller Drama Crime,English,Canada,,,2014.0
belly 2: millionaire boyz club,Ivan Frank,unknown,Jayceon Terrell Taylor,Taye Hansberry,Ski Carr,76.0,Crime Drama,English,United States of America,,,2008.0
beware of pity,Maurice Elvey,Two Cities Films,Lilli Palmer,Albert Lieven,Cedric Hardwicke,98.0,Drama Romance,English,United Kingdom,,,1946.0
frank,Lenny Abrahamson,Element Pictures Film4 Runaway Fridge Productions,Michael Fassbender,Maggie Gyllenhaal,Domhnall Gleeson,95.0,Comedy Drama Mystery,English,Ireland United Kingdom,1000000.0,645186.0,2014.0
i belong,Dag Johan Haugerud,Motlys,Ane Dahl Torp,Henriette Steenstrup,Laila Goody,118.0,Comedy Drama,English Norsk,Norway,,,2012.0
mama's boy,Tim Hamilton,Carr-Santelli,Jon Heder,Diane Keaton,Jeff Daniels,93.0,Comedy Drama Romance,English,United States of America,,,2007.0
in bloom,Nana Ekvtimishvili Simon Groß,Arizona Films Indiz Film Polare Film,Lika Babluani,Mariam Bokeria,Zurab Gogaladze,102.0,Drama,ქართული,France Georgia Germany,,,2013.0
very good girls,Naomi Foner Gyllenhaal,Groundswell Productions Herrick Productions,Dakota Fanning,Elizabeth Olsen,Boyd Holbrook,91.0,Drama,English,United Kingdom,,,2013.0
joe's palace,Stephen Poliakoff,BBC Films Talkback Thames HBO Films,Michael Gambon,Rupert Penry-Jones,Kelly Reilly,108.0,Drama Foreign,Magyar,United Kingdom,,,2007.0
day of the animals,William Girdler,Film Ventures International (FVI) Montoro Productions Ltd. Mid-America Pictures,Christopher George,Leslie Nielsen,Lynda Day George,97.0,Science Fiction Horror Thriller,English,United States of America,1200000.0,,1977.0
savage beasts,Franco Prosperi,Shumba International Corporation,Lorraine De Selle,John Aldrich,Ugo Bologna,92.0,Action Adventure Horror,Italiano,Italy,,,1984.0
happy birthday to a beautiful woman,Mickalene Thomas,unknown,Sandra Bush II,unknown,unknown,0.0,Documentary,English,unknown,,,2012.0
they came together,David Wain,Lionsgate,Paul Rudd,Amy Poehler,Bill Hader,84.0,Comedy,English,United States of America,,,2014.0
questioning darwin,Antony Thomas,unknown,Brian Protheroe,unknown,unknown,56.0,Documentary,English,unknown,,,2014.0
honey,Valeria Golino,Rai Cinema Buena Onda,Jasmine Trinca,Carlo Cecchi,Libero De Rienzo,96.0,Drama,Italiano,France Italy,18000000.0,62646763.0,2013.0
the son-daughter,Clarence Brown,Metro-Goldwyn-Mayer (MGM),Helen Hayes,Ramon Novarro,Lewis Stone,79.0,Drama,English,United States of America,,,1932.0
planes: fire & rescue,Roberts Gannaway,Walt Disney Pictures DisneyToon Studios Prana Studios Prana Animation Studios,Dane Cook,Ed Harris,Julie Bowen,83.0,Animation Comedy Adventure Family,English,United States of America,50000000.0,151165787.0,2014.0
black gunn,Robert Hartford-Davis,World Film Services Champion Production Company World Arts Media,Jim Brown,Martin Landau,Brenda Sykes,97.0,Action Thriller Crime,English,United Kingdom United States of America,,,1972.0
"shoot first, die later",Fernando Di Leo,Cinemaster S.r.l. Mara Films Mount Street Film,Luc Merenda,Richard Conte,Delia Boccardo,94.0,Action,Italiano,Italy France,,,1974.0
"so evil, so young",Godfrey Grayson,Danziger Productions Ltd.,Jill Ireland,Ellen Pollock,Joan Haythorne,77.0,Drama,English,United Kingdom United States of America,,,1963.0
elaine stritch: shoot me,Chiemi Karasawa,isotopefilms,Elaine Stritch,Tina Fey,Cherry Jones,80.0,Documentary,English,United States of America,,,2013.0
wild oranges,King Vidor,Goldwyn Pictures Corporation,Frank Mayo,Virginia Valli,Ford Sterling,76.0,Drama,English,United States of America,,,1924.0
stuart: a life backwards,David Attwood,BBC HBO Films Knifedge Neal Street Productions,Tom Hardy,Benedict Cumberbatch,Nicola Duffett,92.0,Drama,English,United Kingdom,,,2007.0
the mortician,Gareth Maxwell Roberts,Belladonna Productions Films In Motion Film and Music Entertainment (F&ME) Full Circle Films,Method Man,Edward Furlong,Dash Mihok,91.0,Thriller Drama,English,United Kingdom,,,2011.0
not another not another movie,David Murphy,Color Green Films True Fiction Filmz,Chevy Chase,Burt Reynolds,David Schultz,89.0,Comedy,English,United States of America,4.0,66468332.0,2011.0
mrs. brown's boys d'movie,Ben Kellett,BBC Films That's Nice Films BocFlix,Brendan O'Carroll,Jennifer Gibney,Eilish O'Carroll,94.0,Comedy,English,Ireland United Kingdom,5900000.0,23000000.0,2014.0
sunburn,Richard C. Sarafian,Hemdale Fawcett-Majors Productions,Farrah Fawcett,Charles Grodin,Art Carney,99.0,Comedy Action Crime,English Deutsch,United Kingdom United States of America,,,1979.0
francis,Arthur Lubin,Universal International Pictures (UI),Donald O'Connor,Patricia Medina,Zasu Pitts,91.0,Comedy Fantasy War,English,United States of America,,,1950.0
the gunfighter,Eric Kissack,20th Century Fox,Shawn Parsons,Scott Beehner,Brace Harris,9.0,Comedy Western,English,United States of America,,,2014.0
let the fire burn,Jason Osder,unknown,Birdie Africa,John Africa,Ramona Africa,95.0,Documentary,English,unknown,,,2013.0
tammy,Ben Falcone,New Line Cinema Gary Sanchez Productions,Melissa McCarthy,Susan Sarandon,Kathy Bates,97.0,Comedy,English,United States of America,20000000.0,100525432.0,2014.0
kabhi haan kabhi naa,Kundan Shah,Shemaroo Entertainment,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,158.0,Comedy Drama Music,English हिन्दी,India,,,1993.0
radio free albemuth,John Alan Simon,Discovery Productions,Jonathan Scarfe,Shea Whigham,Katheryn Winnick,110.0,Drama Thriller Science Fiction,English,United States of America,3600000.0,,2010.0
le pélican,Gérard Blain,Studio 37 ZDF Black Orange,Emir Kusturica,Thibault Le Guellec,François-Xavier Demaison,83.0,Comedy Drama,France,France Greece,8500000.0,755146.0,1974.0
colorful,Keiichi Hara,Sunrise,Kazato Tomizawa,Akina Minami,Aoi Miyazaki,127.0,Animation Drama,日本語,Japan,,,2010.0
the babadook,Jennifer Kent,South Australian Film Corporation Screen Australia Smoking Gun Productions Causeway Films,Essie Davis,Noah Wiseman,Daniel Henshall,93.0,Drama Thriller Horror,English,Canada Australia,2000000.0,6676471.0,2014.0
mystery on monster island,Juan Piquer Simón,Almena Films F. Ariza Fort Films Productions,Terence Stamp,Peter Cushing,Paul Naschy,105.0,Adventure Comedy Horror,English Español,Spain United States of America,,,1981.0
killer legends,Joshua Zeman Rachel Mills,Gulp Pictures Gigantic Pictures After Hours Productions Chiller Network Storyville Entertainment,Rachel Mills,Joshua Zeman,Cindy Butler,86.0,History Crime Horror Documentary,English,United States of America,,,2014.0
black moon,Roy William Neill,Columbia Pictures Corporation,Jack Holt,Fay Wray,Dorothy Burgess,68.0,Horror,English,United States of America,,,1934.0
blue,Hiroshi Ando,Omega Micott Inc. Blue Production Partnership,Mikako Ichikawa,Manami Konishi,Asami Imajuku,116.0,Drama Foreign Romance,日本語,Japan,6300.0,,2002.0
blue,Jeong-Kuk Lee,The 360 Studios Morii Creative,Shin Hyun-joon,Shin Eun-Kyung,Kim Young-Ho,108.0,Drama Action War Foreign,한국어/조선말,United Kingdom,6300.0,,2003.0
brother rat,William Keighley,Warner Bros.,Ronald Reagan,Jane Wyman,Priscilla Lane,87.0,Comedy,English,United States of America,,,1938.0
white god,Kornél Mundruczó,Proton Cinema Filmpartners Pola Pandora Filmproduktions,Zsófia Psotta,Sándor Zsótér,Lili Horváth,121.0,Drama,English Magyar,Hungary Sweden Germany,2200000.0,282358.0,2014.0
whiplash,Damien Chazelle,Bold Films Blumhouse Productions Right of Way Films,Miles Teller,J.K. Simmons,Melissa Benoist,105.0,Drama,English,United States of America,3300000.0,13092000.0,2014.0
luther,Guy Green,NFP Teleart Berlin Eikon Film Thrivent Financial for Lutherans,Stacy Keach,Hugh Griffith,Judi Dench,110.0,Drama,English,Germany United States of America,30000000.0,29400000.0,1974.0
gone girl,David Fincher,Twentieth Century Fox Film Corporation Regency Enterprises New Regency Pictures Pacific Standard TSG Entertainment Artemple - Hollywood,Ben Affleck,Rosamund Pike,Carrie Coon,145.0,Mystery Thriller Drama,English,United States of America,61000000.0,369330363.0,2014.0
brother's justice,Dax Shepard David Palmer,unknown,Tom Arnold,Jon Favreau,James Feldman,80.0,Comedy Documentary,English,unknown,,,2010.0
willie and phil,Paul Mazursky,20th Century Fox,Michael Ontkean,Ray Sharkey,Margot Kidder,115.0,Comedy Drama Romance,English,United States of America,5500000.0,4400000.0,1980.0
the angriest man in brooklyn,Phil Alden Robinson,Landscape Entertainment MICA Entertainment Vedette Finance Prominent Media Group,Robin Williams,Mila Kunis,Peter Dinklage,84.0,Drama Comedy,English,United States of America,,,2014.0
life itself,Steve James,Film Rites Kartemquin Films CNN Films,Roger Ebert,Werner Herzog,Martin Scorsese,120.0,Documentary,English,United States of America,10000000.0,7997774.0,2014.0
brothers,Mika Kaurismäki,Marianna Films FS Film,Kari Heiskanen,Pertti Sveholm,Timo Torikka,120.0,Drama,suomi,Finland,26000000.0,43500000.0,2011.0
finding fela,Alex Gibney,unknown,Carlos Moore,unknown,unknown,120.0,Documentary,Italiano English,unknown,,,2014.0
duplicate,Mahesh Bhatt,Dharma Productions,Shah Rukh Khan,Juhi Chawla,Sonali Bendre,166.0,Action Comedy,हिन्दी,India,,,1998.0
missing william,Kenn MacRae,JLG Films Mirabelle Pictures Aloris Entertainment,Brandon Routh,Courtney Ford,Spencer Grammer,91.0,Drama,English,United States of America,,,2014.0
favor,Paul Osborne,Conspicuous Pictures,Blayne Weaver,Patrick Day,Jeffrey Combs,102.0,Thriller,English,United States of America,,,2013.0
dogs,Burt Brinckerhoff,Bruce Cohn Productions,David McCallum,Sandra McCabe,George Wyner,90.0,Horror,English Deutsch,United States of America,,,1976.0
a mí las mujeres ni fu ni fa,Mariano Ozores,Producciones Benito Perojo Producciones Internacionales Cinematográficas Asociadas (PICASA),Peret,Conchita Bautista,Patty Shepard,88.0,Comedy Music,Español,Spain,,,1971.0
the sunfish,Søren Balle,Film Maker Aps,Henrik Birch,Susanne Storm,Lars Torpp Thomsen,100.0,Drama Comedy,Dansk,Denmark,,,2014.0
eye of the cat,David Lowell Rich,Joseph L. Schenck Enterprises,Michael Sarrazin,Gayle Hunnicutt,Eleanor Parker,102.0,Horror,English,United States of America,,,1969.0
massacre in dinosaur valley,Michele Massimo Tarantini,DMV Distribuzione Doral Film,Michael Sopkiw,Suzane Carvalho,Marta Anderson,88.0,Horror Action Adventure,Italiano Português,Italy Brazil,,,1985.0
chronicle of a disappearance,Elia Suleiman,MEDIA Programme of the European Union Centre National de la Cinématographie (CNC) Independent Television Service (ITVS),Elia Suleiman,Nazira Suleiman,Fuad Suleiman,88.0,Drama,العربية English Français עִבְרִית,Palestinian Territory Israel Germany France United States of America,,,1996.0
dawn of the planet of the apes,Matt Reeves,Ingenious Media Chernin Entertainment TSG Entertainment,Andy Serkis,Jason Clarke,Gary Oldman,130.0,Science Fiction Action Drama Thriller,English,United States of America,170000000.0,710644566.0,2014.0
the great magician,Derek Yee Tung-Sing,Film Unlimited Bona Entertainment Bona Film Group Bona International Film Group JCE Movies,Tony Leung Chiu-Wai,Lau Ching-Wan,Zhou Xun,128.0,Drama Mystery,普通话,Hong Kong,15000000.0,,2011.0
the ultimate warrior,Robert Clouse,Warner Bros. Pictures,Yul Brynner,Max von Sydow,Joanna Miles,94.0,Action Science Fiction Thriller,English,United States of America,,,1975.0
ra.one,Anubhav Sinha,Red Chillies Entertainment,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,156.0,Adventure Action Science Fiction,हिन्दी தமிழ்,India,24000000.0,35911689.0,2011.0
gun woman,Kurando Mitsutake,Maxam,Asami,Kairi Narita,Noriaki Kamata,86.0,Thriller Action,English 日本語,Japan,,,2014.0
a child in the crowd,Gérard Blain,Renn Productions Société Française de Production (SFP) Télépresse Films Cinépol,Jean François Cimino,César Chauveau,Annie Kovaks,85.0,Drama,Deutsch Français English,France,,,1976.0
le rebelle,Gérard Blain,R.O.C.,Patrick Norbert,Michel Subor,Isabelle Rosais,0.0,Drama,France,unknown,,,1980.0
watercolors,David Oliveras,SilverLight Entertainment,Tye Olson,Kyle Clare,Ellie Araiza,114.0,Drama Romance,English,United States of America,,,2008.0
the battered bastards of baseball,Chapman Way Maclain Way,Netflix,Kurt Russell,Todd Field,Jim Bouton,80.0,Documentary,English,United States of America,,,2014.0
no one lives,Ryûhei Kitamura,Pathe WWE Studios Milk & Media Constance Media,Luke Evans,Adelaide Clemens,Lee Tergesen,86.0,Horror Thriller,English,United States of America,2900000.0,74918.0,2013.0
unraveled,Marc H. Simon,Ambush Entertainment Stick Figure Productions,Marc Dreier,unknown,unknown,85.0,Documentary,English,United States of America,,,2012.0
buckskin frontier,Lesley Selander,United Artists Harry Sherman Productions,Richard Dix,Jane Wyatt,Albert Dekker,76.0,Western,English,United States of America,,,1943.0
budz house,Cameron Casey,unknown,Wesley Jonathan,Faizon Love,Luenell,84.0,Comedy,English,unknown,,,2011.0
bullet,Nick Lyon,Giant Ape Media SC Films International,Danny Trejo,Seri DeYoung,Torsten Voges,87.0,Action Crime Thriller,English Español Français Deutsch,United States of America,3000000.0,,2014.0
bullet for a badman,R.G. Springsteen,Universal Pictures,Audie Murphy,Darren McGavin,Ruta Lee,80.0,Western,English Français,United States of America,,,1964.0
bulletproof salesman,Petra Epperlein Michael Tucker,unknown,Fidelis Cloer,unknown,unknown,70.0,Documentary,English,United States of America,,,2008.0
miss violence,Alexandros Avranas,Greek Film Center Faliro House Productions Plays2place Productions,Themis Panou,Reni Pittaki,Eleni Roussinou,99.0,Drama,ελληνικά,Greece,,,2013.0
a dispatch from reuter's,William Dieterle,Warner Bros.,Edward G. Robinson,Edna Best,Eddie Albert,90.0,Drama History,English,United States of America,,,1940.0
bachelor flat,Frank Tashlin,unknown,Tuesday Weld,Richard Beymer,Terry-Thomas,91.0,Comedy,English,United States of America,,,1962.0
the beast with a million eyes,Roger Corman David Kramarsky,San Mateo Productions American Releasing Corporation (ARC) (II),Paul Birch,Lorna Thayer,Dona Cole,78.0,Horror Science Fiction,English,United States of America,23000.0,,1958.0
the strange one,Jack Garfein,Horizon Pictures Columbia Pictures Corporation,Ben Gazzara,Pat Hingle,Peter Mark Richman,100.0,Drama,English,United States of America,,13107237.0,1957.0
pierre et djemila,Gérard Blain,unknown,Jean-Pierre Andre,Djedjigua Ait-Hamouda,Abdelkader,0.0,Drama,France,France Switzerland,,,1987.0
summer school,Bethel Buckalew,Lima Productions,John Laughlin,Shelly Horner,Phoebe Schmidt,81.0,Action Comedy,English,United States of America,,35114428.0,1978.0
billy two hats,Ted Kotcheff,Algonquin,Gregory Peck,Desi Arnaz Jr.,Jack Warden,99.0,Western,English,United States of America,,,1974.0
buffalo bill,William A. Wellman,Twentieth Century Fox Film Corporation,Joel McCrea,Maureen O'Hara,Linda Darnell,90.0,Drama Action Western,English,United States of America,,,1943.0
deliver us from evil,Scott Derrickson,Jerry Bruckheimer Films Screen Gems LStar Capital,Eric Bana,Edgar Ramírez,Olivia Munn,118.0,Thriller Crime Horror,English,United States of America,30000000.0,34662454.0,2014.0
if i were you,Joan Carr-Wiggin,TeleImage Total Entertainment Espaço/Z Globo Filmes Lereby Produções Quanta Centro de Produções Cinematográficas 20th Century Fox Brazil,Marcia Gay Harden,Leonor Watling,Aidan Quinn,115.0,Drama Comedy Romance,English,Brazil,,,2013.0
the saratov approach,Garrett Batty,Three Coin Productions Saratov Films,Bart Johnson,Corbin Allred,Alex Veadov,101.0,Action Drama,Український,Ukraine United States of America,,,2013.0
jonestown: paradise lost,Tim Wolochatiuk,unknown,Ted Biggs,Rick Roberts,Quentin Krog,88.0,History Documentary,English,unknown,,,2007.0
charlie's country,Rolf de Heer,Vertigo Productions,David Gulpilil,Peter Djigirr,Luke Ford,108.0,Drama,English,Australia,,,2013.0
finding normal,Brian Herzlinger,Pure Flix Entertainment,Candace Cameron Bure,Valerie Boucvalt,Lou Beatty Jr.,90.0,Comedy Family,English,United States of America,,,2013.0
margaret thatcher: the long walk to finchley,Niall MacCormick,Great Meadow Productions,Andrea Riseborough,Samuel West,Rory Kinnear,84.0,Drama,English,United Kingdom,500.0,,2008.0
and so it goes,Rob Reiner,Castle Rock Entertainment Envision Entertainment ASIG Productions,Michael Douglas,Diane Keaton,Sterling Jerins,94.0,Comedy Drama Romance,English,United States of America,18000000.0,25312387.0,2014.0
ju-on: the beginning of the end,Masayuki Ochiai,Altemate Fujishoji Gambit NBCUniversal Entertainment Japan Showgate W Field,Nozomi Sasaki,Reina Triendl,Reina Triendl,91.0,Horror,日本語,Japan,,8867935.0,2014.0
torment,Jordan Barker,Gearshift Films,Katharine Isabelle,Robin Dunne,Peter DaCunha,81.0,Thriller Horror,English,Canada,,,2013.0
healing,Craig Monahan,Pointblank Pictures Screen Australia Film Victoria,Hugo Weaving,Don Hany,Jane Menelaus,112.0,Drama,English,Australia,,,2014.0
hellphone,James Huth,Studio Canal Mandarin Film,Jean-Baptiste Maunier,Jennifer Decker,Benjamin Jungers,98.0,Fantasy Comedy Mystery,Français,France,,,2007.0
premature,Dan Beers,unknown,John Karna,Katie Findlay,Craig Roberts,93.0,Comedy,English,United States of America,,,2014.0
the brain,Ed Hunt,Brightstar Films Shapiro-Glickenhaus Entertainment,Tom Bresnahan,Cynthia Preston,David Gale,94.0,Horror Science Fiction,English,Canada United States of America,,,1988.0
the severed arm,Thomas S. Alderman,Media Trend,Deborah Walley,Paul Carr,Marvin Kaplan,89.0,Horror,English,United States of America,,,1973.0
bloodline,Edo Tagliavini,NF Geria III-Produktion München Paramount Bavaria Film,Francesca Faiella,Virgilio Olivari,Marco Benevento,92.0,Horror,English,Germany United States of America,700000.0,8200000.0,2011.0
unrated ii: scary as hell,Timo Rose Andreas Schnaas,Rosecalypse,Katharina Boltz,Sarah Hannemann,Oliver Maurer,72.0,Horror,Deutsch,Germany,15000.0,,2011.0
air panic,Bob Misiorowski,Nu Image,Rodney Rowland,Kristanna Loken,Alexander Enberg,91.0,Action Drama Thriller,English Pусский,United States of America,,,2002.0
darkest night,Noel Tan,Gothic Pictures International Collective Development,DJ Perry,Anne Gauthier,Issa Litton,99.0,Horror Drama,English,Philippines,,9953934.0,2012.0
bluebeard,Jean Painlevé,Barnabe Gloria Films Geiselgasteig Film,Richard Burton,Raquel Welch,Virna Lisi,13.0,Mystery Thriller Horror,Français,Germany France Italy,,,1936.0
sex tape,Jake Kasdan,Escape Artists Media Rights Capital Sony Pictures Entertainment (SPE) LStar Capital,Cameron Diaz,Jason Segel,Rob Corddry,97.0,Comedy,English,United States of America,40000000.0,126069509.0,2014.0
going down in la-la land,Casper Andreas,Embrem Entertainment La-La Land Films,Matthew Ludwinski,Allison Lane,Michael Medico,104.0,Drama Comedy,English,United States of America,,,2011.0
operation ganymed,Rainer Erler,Zweites Deutsches Fernsehen (ZDF) Pentagramma Filmproduktion GmbH & Co. Rainer Erler,Horst Frank,Dieter Laser,Jürgen Prochnow,118.0,Science Fiction,English Deutsch,Germany,,,1977.0
pinball summer,George Mihalka,Brookdale Productions,Michael Zelniker,Carl Marotte,Helene Udy,99.0,Comedy,English,Canada,,,1980.0
ride beyond vengeance,Bernard McEveety,Columbia Pictures,Chuck Connors,Michael Rennie,Kathryn Hays,101.0,Western Action,English Français,United States of America,,,1966.0
emr,James Erskine Danny McCullough,unknown,Adam Leese,Whitney Cummings,Anthony Azizi,86.0,Thriller Foreign,English,unknown,150000.0,,2004.0
i origins,Mike Cahill,Verisimilitude Bersin Pictures WeWork Studios,Michael Pitt,Brit Marling,Astrid Bergès-Frisbey,106.0,Science Fiction Drama,English,United States of America,,336472.0,2014.0
gunbuster vs diebuster aim for the top! the gattai!! movie,Hideaki Anno,Bandai Visual Company Gainax Victor Entertainment,Noriko Hidaka,Norio Wakamoto,Maria Kawamura,180.0,Animation Adventure Drama,日本語,Japan,,,2006.0
the front line,Jang Hoon,TPS Company A-Po Films Showbox,Shin Ha-kyun,Go Soo,Ryu Seung-su,133.0,Drama Action War,한국어/조선말,South Korea,10000000.0,,2011.0
one man up,Paolo Sorrentino,unknown,Toni Servillo,Andrea Renzi,Nello Mascia,100.0,Comedy Drama,Italiano,Italy,,,2001.0
the purge: anarchy,James DeMonaco,Universal Pictures Why Not Productions Platinum Dunes Blumhouse Productions 5150 Action,Frank Grillo,Carmen Ejogo,Zach Gilford,104.0,Horror Thriller,English,France United States of America,9000000.0,108782847.0,2014.0
bullets for o'hara,William K. Howard,Warner Bros.,Joan Perry,Roger Pryor,Anthony Quinn,50.0,Romance Crime Drama,English,United States of America,,,1941.0
bundle of joy,Norman Taurog,Edmund Grainger Productions,Eddie Fisher,Debbie Reynolds,Adolphe Menjou,98.0,Comedy Music,English,United States of America,,,1956.0
bush christmas,Ralph Smart,Ralph Smart Productions GB Instructional Films,Chips Rafferty,John Fernside,Helen Grieve,77.0,Family Action Adventure,English,Australia United Kingdom,,,1947.0
words and pictures,Fred Schepisi,Lascaux Films Latitude Productions,Clive Owen,Juliette Binoche,Keegan Connor Tracy,111.0,Comedy Drama Romance,English,United States of America,,3346257.0,2013.0
guardians of the galaxy,James Gunn,Marvel Studios Moving Picture Company (MPC) Bulletproof Cupid Revolution Sun Studios,Chris Pratt,Zoe Saldana,Dave Bautista,121.0,Action Science Fiction Adventure,English,United Kingdom United States of America,170000000.0,773328629.0,2014.0
the ghost goes west,René Clair,London Film Productions,Robert Donat,Jean Parker,Eugene Pallette,95.0,Romance Comedy Fantasy Horror,English,United Kingdom,,,1935.0
the nazi officer's wife,Liz Garbus,unknown,Edith Hahn Beer,Julia Ormond,Susan Sarandon,90.0,Documentary,English,United States of America,,,2003.0
10.5,John Lafia,Jaffe/Braunstein Films Dogwood Pictures Argosy Productions Limited,Kim Delaney,Beau Bridges,Fred Ward,165.0,Adventure Action Drama,English Français Polski,United States of America,20000000.0,,2004.0
