title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
the young and the dead,Shari Springer Berman Robert Pulcini,unknown,Tyler Cassity,Brent Cassity,Jay Boileau,0.0,Documentary,English,unknown,,,2000.0
daleks' invasion earth: 2150 a.d.,Gordon Flemyng,British Lion Films AARU Productions,Peter Cushing,Bernard Cribbins,Ray Brooks,81.0,Science Fiction,English,United Kingdom,797681.0,,1966.0
fat kid rules the world,Matthew Lillard,Whitewater Films,Dylan Arnold,Billy Campbell,Matt O'Leary,98.0,Drama Comedy,English Português,United States of America,,,2012.0
charlie chan in egypt,Louis King,Twentieth Century Fox Film Corporation,Warner Oland,Pat Paterson,Rita Hayworth,73.0,Crime Thriller Mystery Drama Comedy,English,United States of America,,,1935.0
charlie chan in london,Eugene Forde,Fox Film Corporation,Warner Oland,Drue Leyton,Ray Milland,79.0,Crime Drama Mystery Thriller Comedy,English,United States of America,,,1934.0
coupe de ville,Joe Roth,Universal Pictures Morgan Creek Productions,Patrick Dempsey,Arye Gross,Daniel Stern,99.0,Comedy Drama,English,United States of America,,715.0,1990.0
shakespeare wallah,James Ivory,Merchant Ivory Productions,Shashi Kapoor,Felicity Kendal,Geoffrey Kendal,120.0,Drama Romance,हिन्दी English,United States of America,,,1965.0
love in the time of hysteria,Alfonso Cuarón,Fondo de Fomento a la Calidad Cinematográfica Instituto Mexicano de Cinematografía,Daniel Giménez Cacho,Claudia Ramírez,Luis de Icaza,94.0,Drama Comedy Romance Foreign,Spanish,Mexico,,,1991.0
we are from the future,Andrey Malyukov,A-1 Kino Video,Danila Kozlovsky,Andrey Terentev,Vladimir Yaglych,116.0,War Fantasy Action Drama,Pусский,Russia,,8321959.0,2008.0
creature from the haunted sea,Roger Corman,Roger Corman Productions,Antony Carbone,Betsy Jones-Moreland,Robert Towne,63.0,Comedy Horror,English,United States of America,,,1961.0
take aim at the police van,Seijun Suzuki,Nikkatsu,Michitaro Mizushima,Mari Shiraki,Misako Watanabe,79.0,Action Crime,日本語,Japan,,,1960.0
the screaming skull,Alex Nicol,American International Pictures (AIP) Madera Productions,John Hudson,Peggy Webber,Russ Conway,68.0,Thriller Horror,English,United States of America,,,1958.0
björk: volumen,Michel Gondry Spike Jonze Danny Cannon Paul White Sophie Muller Chris Cunningham Eiko Ishioka lynn fox John Kricfalusi Alexander McQueen Jean-Baptiste Mondino Nick Knight Vinoodh Matadin Stephanie Sednaoui Inez van Lamsweerde,unknown,Björk,unknown,unknown,64.0,Music,English,unknown,,,1999.0
madame tutli-putli,Chris Lavis Maciek Szczerbowski,National Film Board of Canada (NFB),Laurie Maher,unknown,unknown,17.0,Animation,English,Canada,,,2007.0
argo,Ben Affleck,GK Films Warner Bros. Smokehouse Pictures,Ben Affleck,Bryan Cranston,Alan Arkin,120.0,Drama Thriller,English فارسی,United States of America,44500000.0,232324128.0,2012.0
seven psychopaths,Martin McDonagh,Blueprint Pictures CBS Films British Film Institute (BFI) Film4,Colin Farrell,Sam Rockwell,Woody Harrelson,110.0,Comedy Crime,English Tiếng Việt,United Kingdom,15000000.0,19422261.0,2012.0
nobody walks,Ry Russo-Young,Super Crispy Entertainment,Dylan McDermott,John Krasinski,Jane Levy,83.0,Drama,Italiano English,United States of America,,24995.0,2012.0
butter,Jim Field Smith,Michael De Luca Productions Vandalia Films,Hugh Jackman,Jennifer Garner,Ty Burrell,90.0,Comedy,English,United States of America,,175706.0,2011.0
atlas shrugged part ii,John Putch,Cinema Vehicle Services Atlas 2 Productions,Samantha Mathis,Jason Beghe,Esai Morales,112.0,Drama Science Fiction Mystery,English,United States of America,10000000.0,3300000.0,2012.0
ill manors,Ben Drew,BBC Films Gunslinger Film London Microwave Film Aimimage Productions,Riz Ahmed,Ed Skrein,Natalie Press,121.0,Crime Drama,English,United Kingdom,170000.0,,2012.0
liberal arts,Josh Radnor,Tom Sawyer Entertainment BCDF Pictures,Josh Radnor,Elizabeth Olsen,Richard Jenkins,97.0,Romance Comedy Drama,English,United States of America,,327345.0,2012.0
"ator, the fighting eagle",Joe D'Amato,Filmirage,Miles O'Keeffe,Sabrina Siani,Ritza Brown,98.0,Fantasy Action Adventure,Italiano,Italy,,,1982.0
the tattooed widow,Lars Molin,SVT Drama DR Nordiska TV-Samarbetsfonden YLE,Mona Malm,Gösta Bredefeldt,Erland Josephson,0.0,Drama,sv,Denmark Norway Sweden,,,1998.0
portrait in black,Michael Gordon,Ross Hunter Productions Inc.,Lana Turner,Anthony Quinn,Richard Basehart,112.0,Drama Thriller,English,United States of America,1400000.0,9200000.0,1960.0
vivien leigh: scarlett and beyond,Gene Feldman,Turner Pictures Wombat Productions,Jessica Lange,Vivien Leigh,Claire Bloom,0.0,Documentary,English,United States of America,,,1990.0
under the boardwalk: the monopoly story,Kevin Tostado,unknown,Zachary Levi,Philip Orbanes,Ken Koury,88.0,Documentary History,English,United States of America,,11536.0,2011.0
arachnoquake,Griff Furst,Active Entertainment,Edward Furlong,Bug Hall,Olivia Hardt,86.0,Horror Science Fiction,English,United States of America,,,2012.0
choking man,Steve Barron,unknown,Octavio Gómez Berríos,Eugenia Yuan,Aaron Paul,85.0,Comedy Drama,English,United States of America,,,2006.0
"farewell, my queen",Benoît Jacquot,Les Films du Lendemain GMT Productions,Diane Kruger,Léa Seydoux,Virginie Ledoyen,100.0,Drama History,English Français Deutsch Italiano,France Spain,,5297232.0,2012.0
marley & me: the puppy years,Michael Damian,Regency Enterprises 20th Century Fox Home Entertainment,Travis Turner,Julia Rhodes,Geoff Gustafson,86.0,Family Comedy Adventure,English,Canada United States of America,,,2011.0
the house i live in,Eugene Jarecki,British Broadcasting Corporation (BBC) Zweites Deutsches Fernsehen (ZDF) Louverture Films Vrijzinnig Protestantse Radio Omroep (VPRO) NHK Enterprises Independent Television Service (ITVS) Special Broadcasting Service (SBS) Al Jazeera Documentary Channel Charlotte Street Films,Eugene Jarecki,Joe Biden,George H. W. Bush,110.0,Documentary,English,Australia United Kingdom Netherlands Germany Japan United States of America,,210752.0,2012.0
west of memphis,Amy Berg,Disarming Films WingNut Films,Jason Baldwin,Julie Ann Doan,Damien Wayne Echols,150.0,Documentary,English,United States of America New Zealand,,309864.0,2012.0
boogie man: the lee atwater story,Stefan Forbes,InterPositive Media,Tom DeLay,Michael Dukakis,Ishmael Reed,86.0,Documentary Foreign,English,United Kingdom United States of America,,,2008.0
thermae romae,Hideki Takeuchi,Filmmakers,Hiroshi Abe,Aya Ueto,Masachika Ichimura,108.0,Drama Comedy Science Fiction,日本語 Latin,Japan,,,2012.0
michael,Markus Schleinzer,Alphaville Turner Pictures Warner Bros. Pictures,Michael Fuith,David Rauchenberger,Christine Kain,96.0,Drama,Deutsch,Austria,20000000.0,119700000.0,2011.0
kings of pastry,D.A. Pennebaker Chris Hegedus,Pennebaker Hegedus Films,Jacquy Pfeiffer,Sébastien Cannone,Rachel Beaudry,87.0,Documentary Foreign,English Français,United States of America France,,,2009.0
the reluctant saint,Edward Dmytryk,Dmytryk--Weiler Productions,Maximilian Schell,Ricardo Montalban,Lea Padovani,105.0,Drama,English,United States of America,,,1962.0
the gorilla,Allan Dwan,Twentieth Century Fox Film Corporation,Jimmy Ritz,Harry Ritz,Al Ritz,68.0,Horror Thriller Comedy,English,United States of America,,,1939.0
hoodwinked too! hood vs. evil,Mike Disa,HW Two,Hayden Panettiere,Bill Hader,Joan Cusack,86.0,Comedy Animation Family,English,United States of America,30000000.0,13521829.0,2011.0
thirst for love,Koreyoshi Kurahara,Nikkatsu Corporation,Ruriko Asaoka,Nobuo Nakamura,Tetsuo Ishidate,105.0,Drama,日本語,Japan,,,1967.0
drones,Amber Benson Adam Busch,Khaos Digital Whitewater Films,Jonathan M. Woodward,Angela Bettis,Samm Levine,96.0,Comedy Science Fiction,English,United States of America,500000.0,,2010.0
catch.44,Aaron Harvey,Benaroya Pictures Emmett/Furla Films Waterfall Media Sakonnet Capital Partners Annapurna Productions,Bruce Willis,Malin Åkerman,Nikki Reed,93.0,Drama Action Thriller,English,United States of America,7000000.0,,2011.0
the return of frank cannon,Corey Allen,CBS Entertainment Productions,William Conrad,Diana Muldaur,Ed Nelson,96.0,Action Crime Thriller,English,United States of America,,,1980.0
the sound of fury,Cy Endfield,Robert Stillman Productions,Frank Lovejoy,Kathleen Ryan,Richard Carlson,85.0,Action Drama Thriller,English,United States of America,,,1950.0
the letter,Jay Anania,RabbitBandini Productions,James Franco,Winona Ryder,Dagmara Domińczyk,92.0,Drama,English,United States of America,10000000.0,,2012.0
three resurrected drunkards,Nagisa Ōshima,Shôchiku Eiga Sozosha,Kazuhiko Kato,Osamu Kitayama,Norihiko Hashida,80.0,Drama Comedy Foreign,日本語,Japan,,,1968.0
tormento,Raffaello Matarazzo,Titanus Labor Film,Yvonne Sanson,Annibale Betrone,Mario Ferrari,87.0,Drama,Italiano,Italy,,,1950.0
les visiteurs du soir,Marcel Carné,unknown,Arletty,Marie Déa,Fernand Ledoux,120.0,Drama Fantasy,Français,France,,,1942.0
ingmar bergman makes a movie,Vilgot Sjöman,Sveriges Radio,Ingmar Bergman,Vilgot Sjöman,Sven Nykvist,146.0,Documentary,svenska,Sweden,,,1963.0
eastwood on eastwood,Richard Schickel,unknown,Clint Eastwood,unknown,unknown,68.0,Documentary Drama,English,United States of America,,,1997.0
the ernest film festival,John R. Cherry III,unknown,Jim Varney,unknown,unknown,55.0,Comedy,English,United States of America,,,1986.0
the secret life of zoey,Robert Mandel,Viacom Productions Patricia Clifford Productions Once and Future Films,Mia Farrow,Julia Whelan,Cliff DeYoung,92.0,Drama,English,United States of America,,,2002.0
moebius redux: a life in pictures,Hasko Baumann,Arte ZDF/Arte Morag Loves Company Avanti Media,Dan O'Bannon,Enki Bilal,Philippe Druillet,68.0,Documentary TV Movie,Deutsch Français English,France Germany,,,2007.0
tony,Gerard Johnson,Abbott Vision Chump Films Dan McCulloch Productions,Peter Ferdinando,Ricky Grover,Neil Maskell,76.0,Horror Drama Thriller,English,United Kingdom,,,2010.0
dive!,Jeremy Seifert,WOWOW FILMS IMJ Entertainment KADOKAWA,Jeremy Seifert,Sosuke Ikematsu,Junpei Mizobata,53.0,Documentary,English,United States of America,,,2010.0
the clink of ice,Bertrand Blier,France 2 Cinéma Hérodiade,Jean Dujardin,Albert Dupontel,Anne Alvaro,87.0,Comedy Drama,Français,France,,,2010.0
the warped ones,Koreyoshi Kurahara,Nikkatsu,Tamio Kawaji,Noriko Matsumoto,Yuko Chishiro,75.0,Drama Action,日本語,Japan,,,1960.0
16 to life,Becky Smith,Duck Farm Films,Hallee Hirsh,Theresa Russell,Shiloh Fernandez,118.0,Comedy Romance,English,unknown,,,2009.0
how to survive a plague,David France,Public Square Films Ninety Thousand Words Ted Snowdon Foundation Impact Partners Little Punk Ford Foundation,Larry Kramer,unknown,unknown,120.0,Documentary,English,United States of America,,122665.0,2012.0
[rec]³ genesis,Paco Plaza,Filmax,Leticia Dolera,Javier Botet,Diego Martín,80.0,Horror,Français Català Español,Spain,6400000.0,10158000.0,2012.0
four sons,Archie Mayo,Twentieth Century Fox Film Corporation,Don Ameche,Eugenie Leontovich,Mary Beth Hughes,89.0,Drama History War,English,United States of America,,,1940.0
gangs of wasseypur,Anurag Kashyap,Anurag Kashyap Films Jar Pictures,Manoj Bajpayee,Richa Chadda,Tigmanshu Dhulia,320.0,Action Thriller Crime,हिन्दी,India,1400000.0,4100000.0,2012.0
greystone park,Sean Stone,unknown,Oliver Stone,Alexander Wraith,Alexander Wraith,79.0,Horror Thriller,English,United States of America,2000000.0,,2012.0
last ride,Glendyn Ivin,Australian Film Finance Corporation South Australian Film Corporation Last Ride Film Victoria Talk Films,Hugo Weaving,Tom Russell,Anita Hegh,101.0,Drama,English,Australia,,,2009.0
girl in progress,Patricia Riggen,Pantelion Films,Eva Mendes,Matthew Modine,Landon Liboiron,93.0,Comedy Drama,Español English,United States of America,5000000.0,4709246.0,2012.0
astérix and obélix: god save britannia,Laurent Tirard,France 2 Cinéma France 3 Cinéma Lucky Red Wild Bunch Octagon Films Fidélité Films France Télévision Morena Films Scope Pictures Orange Cinéma Séries Région Wallone Cinetotal Les Editions Albert René Saint Sébastien Froissart Stunt Bros Bruxelles Capitale,Gérard Depardieu,Edouard Baer,Guillaume Gallienne,110.0,Family Adventure Comedy,Français,France Hungary Italy Spain,61000000.0,61319383.0,2012.0
lightning strikes twice,King Vidor,Warner Bros.,Richard Todd,Ruth Roman,Mercedes McCambridge,91.0,Drama Thriller,English,United States of America,1108000.0,1144000.0,1951.0
my forbidden past,Robert Stevenson,RKO Radio Pictures,Robert Mitchum,Ava Gardner,Melvyn Douglas,70.0,Drama,English Español,United States of America,,,1951.0
56 up,Michael Apted,ITV Studios,Peter Davies,Neil Hughes,Tony Walker,144.0,Documentary,English,United Kingdom,,,2012.0
king leopold's ghost,Pippa Scott,Linden Productions,Don Cheadle,Ciaran Reilly,Alfre Woodard,0.0,Documentary History,English,United States of America,,,2006.0
around the world,Allan Dwan,RKO Radio Pictures,Kay Kyser,Mischa Auer,Joan Davis,80.0,Comedy Music,English,United States of America,20000000.0,,1943.0
turkish passion,Vicente Aranda,Lolafilms Sogepaq Creativos Asociados de Radio y Televisión (CARTEL),Ana Belén,Georges Corraface,Ramón Madaula,112.0,Drama,Español,Spain,,3777141.0,1994.0
un dimanche à kigali,Robert Favreau,Equinoxe Productions,Luc Picard,Fatou N'Diaye,Céline Bonnier,118.0,Drama,Français,Canada,5508831.0,,2006.0
we are legion: the story of the hacktivists,Brian Knappenberger,Luminant Media,Anon2World,Anonyops,Julian Assange,93.0,Documentary,English Deutsch,United States of America,,,2012.0
the barrens,Darren Lynn Bousman,Voltage Pictures,Stephen Moyer,Mia Kirshner,Allie MacDonald,97.0,Horror Thriller,English Français,Canada United States of America,,,2012.0
transit,Antonio Negret,Dark Castle Entertainment After Dark Films Autonomous Films Signature Entertainment Bettis Productions Limited Curtis Productions The Fyzz Facility Limited,Diora Baird,James Frain,Harold Perrineau,88.0,Drama Action Thriller Crime,English Polski,United States of America,5000000.0,,2012.0
love me no more,Jean Becker,StudioCanal ICE3 France 2 Cinéma,Albert Dupontel,Marie-Josée Croze,Pierre Vaneck,85.0,Thriller,Français,France,,,2008.0
paranormal activity 4,Henry Joost Ariel Schulman,Paramount Pictures Blumhouse Productions Room 101 Solana Films,Katie Featherston,Kathryn Newton,Matt Shively,95.0,Horror,English,United States of America,5000000.0,142817992.0,2012.0
you are god,Leszek Dawid,"Studio Filmowe Kadr Kino Świat (koprodukcja) Silesia Film (coprodukcja) Chimney Pot, The (koprodukcja) Polski Instytut Sztuki Filmowej (finansowanie)",Marcin Kowalczyk,Dawid Ogrodnik,Tomasz Schuchardt,110.0,Drama Music,Polski,Poland,1951964.0,21800000.0,2012.0
where the boys are '84,Hy Averback,TriStar Pictures ITC Entertainment,Lynn-Holly Johnson,Lisa Hartman,Lorna Luft,94.0,Comedy Romance,English,United States of America,,10530000.0,1984.0
skyscraper,Rune Schjøtt,Fine & Mellow Productions,Lukas Schwarz Thorsteinsson,Marta Holm,Morten Suurballe,90.0,Comedy Drama,Dansk,Denmark,650000.0,292400000.0,2011.0
tai chi zero,Stephen Fung,Huayi Brothers,Stanley Fung,Shu Qi,Jayden Yuan Xiaochao,100.0,Action Drama,English 普通话,China,,1317376.0,2012.0
the white angel,Raffaello Matarazzo,Titanus Labor Film,Amedeo Nazzari,Yvonne Sanson,Enrica Dyrell,100.0,Drama,Italiano,Italy,,,1955.0
the x from outer space,Kazui Nihonmatsu,Shochiku,Toshiya Wazaki,Itoko Harada,Shinichi Yanagisawa,89.0,Science Fiction War,日本語,Japan,,,1967.0
the babymakers,Jay Chandrasekhar,Blumhouse Productions Automatik Entertainment Duck Attack Films,Paul Schneider,Olivia Munn,Kevin Heffernan,98.0,Comedy,English,United States of America,,,2012.0
rosewood lane,Victor Salva,Hollywood Media Bridge,Rose McGowan,Lauren Vélez,Ray Wise,97.0,Horror Thriller,English,United States of America,,,2011.0
the glamorous life of sachiko hanai,Mitsuru Meike,unknown,Emi Kuroda,Yukijiro Hotaru,Kikujirô Honda,90.0,Fantasy Drama Comedy Foreign,日本語,Japan,,,2003.0
the strange case of the end of civilization as we know it,Joseph McGrath,LWT Shearwater Films,John Cleese,Arthur Lowe,Holly Palance,56.0,Comedy Thriller Crime Foreign,English,United Kingdom,,,1977.0
a feast at midnight,Justin Hardy,Kwai River,Christopher Lee,Robert Hardy,Edward Fox,105.0,Family,English,United Kingdom,,,1994.0
tom & thomas,Esmé Lammers,First Floor Features Cine II CV,Aaron Taylor-Johnson,Sean Bean,Ravin J. Ganatra,110.0,Drama Family,English,United Kingdom Netherlands,,,2002.0
"3, 2, 1... frankie go boom",Jordan Roberts,Ministry of Content,Charlie Hunnam,Chris O'Dowd,Lizzy Caplan,89.0,Comedy,English,United States of America,,,2012.0
alex cross,Rob Cohen,Summit Entertainment,Tyler Perry,Rachel Nichols,Jean Reno,101.0,Action Thriller Crime Mystery,English Deutsch,United States of America,45000000.0,30353232.0,2012.0
the ambassador,Mads Brügger,Drafthouse Films,Mads Brügger,unknown,unknown,93.0,Documentary,Dansk Français  English,Denmark,,27503.0,2011.0
cloud atlas,Tom Tykwer Lilly Wachowski Lana Wachowski,Anarchos Productions X-Filme Creative Pool Ascension Pictures ARD Degeto Film Cloud Atlas Productions Five Drops Media Asia Group Dreams of Dragon Picture,Tom Hanks,Halle Berry,Jim Broadbent,172.0,Drama Science Fiction,English,Germany Hong Kong Singapore United States of America,102000000.0,130482868.0,2012.0
"luck, trust & ketchup: robert altman in carver country",Mike Kaplan John Dorr,Sandcastle 5,Robert Altman,Tim Robbins,Fred Ward,90.0,Documentary,English,United States of America,,,1993.0
hellboy: the seeds of creation,Javier Soto,Columbia TriStar Home Entertainment,Guillermo del Toro,Mike Mignola,Mike Richardson,143.0,Documentary,English,unknown,,,2004.0
budd boetticher: a man can do that,Bruce Ricker,Turner Classic Movies Rhapsody Films Paramount Home Entertainment,Quentin Tarantino,Clint Eastwood,Taylor Hackford,86.0,Documentary,English,United States of America,,,2005.0
rx (simple lies),Ariel Vromen,Inscription Films,Eric Balfour,Colin Hanks,Lauren German,89.0,Action Crime Drama Thriller,English Deutsch,United States of America,,,2005.0
terry pratchett: choosing to die,Charlie Russell,KEO Films,Terry Pratchett,unknown,unknown,58.0,Documentary,English,United Kingdom,,,2011.0
regeneration,Phillip Montgomery,BBC,Noam Chomsky,Talib Kweli,Howard Zinn,81.0,Documentary Action,English,Canada United Kingdom,,,2010.0
free men,Ismaël Ferroukhi,Pyramide Productions,Tahar Rahim,Michael Lonsdale,Lubna Azabal,99.0,Drama History,Français,France,,53810.0,2011.0
the girl,Julian Jarrold,Home Box Office (HBO) British Broadcasting Corporation (BBC) Moonlighting Films,Toby Jones,Sienna Miller,Imelda Staunton,91.0,TV Movie Drama,English,United Kingdom,5.0,,2012.0
this ain’t california,Marten Persiel,Wildfremd Production ARTE MDR RBB,David Nathan,Bill Clinton,Žaneta Fuchsová,90.0,Documentary History,Deutsch,Germany,,135929.0,2012.0
steve jobs: the lost interview,Paul Sen,unknown,Steve Jobs,Robert X. Cringely,unknown,70.0,Documentary,English,unknown,,,2012.0
rolling,Billy Samoa Saleebey,Believe Entertainment,Sanoe Lake,Garrett Brawith,Rachel Hardisty,90.0,Drama,English,United States of America,500000.0,,2007.0
silent hill: revelation 3d,Michael J. Bassett,Davis-Films Konami Corporation Ltd.,Adelaide Clemens,Kit Harington,Sean Bean,94.0,Thriller Horror Mystery,English,France Canada,20000000.0,52302796.0,2012.0
warren oates: across the border,Tom Thurman,unknown,Ned Beatty,Robert Culp,Peter Fonda,54.0,Documentary,English,United States of America,,,1993.0
step up love story,Yuji Moriyama Hiroshi Ishiodori,AMG Entertainment,Hikaru Aoyama,Michinari Sasaki,Saki Yoshida,120.0,Animation,Japanese,Japan,,,2000.0
graduation day,Herb Freed,Troma Entertainment,Christopher George,Billy Hufsey,Patch Mackenzie,96.0,Horror,English,United States of America,,,1981.0
april fool's day,Phil Flores Mitchell Altieri,360 Pictures,Taylor Cole,Josh Henderson,Scout Taylor-Compton,91.0,Horror,English Italiano,United States of America,5000000.0,,2008.0
holiday affair,Don Hartman,RKO Radio Pictures,Janet Leigh,Robert Mitchum,Wendell Corey,87.0,Comedy Romance,English,United States of America,,,1949.0
like dandelion dust,Jon Gunn,lucky crow films Downes Brothers Entertainment,Mira Sorvino,Barry Pepper,Cole Hauser,100.0,Drama Family,English,United States of America,2500000.0,352810.0,2009.0
men do what men can,Marc Rothemund,Warner Bros. NFP Marketing & Distribution NFP NFP media rights Neue Film Produktion (NFP),Wotan Wilke Möhring,Jasmin Gerat,Jan Josef Liefers,108.0,Comedy Romance,Deutsch,Germany,,,2012.0
stockholm east,Simon Kaijser,Filmlance International AB Film i Väst,Mikael Persbrandt,Iben Hjejle,Henrik Norlén,95.0,Drama,Français svenska,Sweden,,,2011.0
the woman who dreamed of a man,Per Fly,Zentropa Entertainments Det Danske Filminstitut Eurimages,Michael Nyqvist,Sonja Richter,Marcin Dorociński,100.0,Romance Drama,Dansk,Denmark,4000000.0,,2010.0
beware the moon: remembering 'an american werewolf in london',Paul Davis,Universal Studios Home Entertainment Kesslerboy & Bueno,Paul Davis,Rick Baker,Jenny Agutter,98.0,Documentary,English,United Kingdom United States of America,28000.0,,2009.0
pumping iron ii: the women,George Butler,Cinecom Pictures,Rachel McLish,Cory Everson,Gladys Portugues,107.0,Documentary,English,United States of America,,628050.0,1985.0
witness to murder,Roy Rowland,United Artists Chester Erskine Productions,Barbara Stanwyck,George Sanders,Gary Merrill,83.0,Crime Drama Thriller,English,United States of America,,,1954.0
the busher,Jerome Storm,Thomas H. Ince Corporation,Charles Ray,Colleen Moore,John Gilbert,55.0,Drama,English,United States of America,,,1919.0
the piano in a factory,Zhang Meng,Perfect World Pictures,Wang Qian-Yuan,Qin Hailu,Jang Shin-Young,107.0,Drama Foreign,普通话,China,,,2011.0
the patience stone,Atiq Rahimi,ARTE France Cinéma Studio 37 The Film Razor Film Produktion,Golshifteh Farahani,Hamid Djavadan,Hassina Burgan,98.0,Drama War,فارسی,Afghanistan France Germany United Kingdom,,148671.0,2012.0
hamoun,Dariush Mehrjui,Imagine Entertainment Universal Pictures,Ezzatolah Entezami,Bita Farahi,Sedigheh Kianfar,120.0,Drama,فارسی,Iran,,13145977.0,1990.0
chasing mavericks,Curtis Hanson Michael Apted,Fox 2000 Pictures Walden Media,Gerard Butler,Jonny Weston,Elisabeth Shue,117.0,Drama,English,United States of America,,7900000.0,2012.0
craigslist joe,Joseph Garner,unknown,Kristos Andrews,Joseph Garner,Gina Keatley,90.0,Adventure Documentary,English,United States of America,,,2012.0
here comes the boom,Frank Coraci,Columbia Pictures Happy Madison Productions Broken Road Productions,Salma Hayek,Kevin James,Henry Winkler,105.0,Comedy,English,United States of America,42000000.0,73100172.0,2012.0
the men who made the movies: samuel fuller,Richard Schickel,Turner Classic Movies (TCM) Lorac Productions,Samuel Fuller,Sydney Pollack,Reed Hadley,60.0,Documentary,English,United States of America,,,2002.0
night of the running man,Mark L. Lester,Trimark Pictures American World Pictures (AWP),Andrew McCarthy,Scott Glenn,Antony Ponzini,93.0,Action Drama Thriller,English,United States of America,,,1995.0
hitman's run,Mark L. Lester,Hitman's Run Productions,Eric Roberts,Esteban Powell,C. Thomas Howell,93.0,Action,English,United States of America,,,1999.0
mental,P.J. Hogan,Screen Australia,Liev Schreiber,Toni Collette,Caroline Goodall,116.0,Comedy Drama,English,Australia United States of America,,,2012.0
killing them softly,Andrew Dominik,Plan B Entertainment 1984 Private Defense Contractors Annapurna Pictures Inferno Entertainment Chockstone Pictures,Brad Pitt,Scoot McNairy,Ben Mendelsohn,97.0,Crime Thriller,English,United States of America,15000000.0,37930465.0,2012.0
the imposter,Bart Layton,A&E IndieFilms Film4 Protagonist Pictures Randy Murray Productions 24 Seven Productions RAW,Frédéric Bourdin,Adam O'Brian,Anna Ruben,95.0,Documentary Drama,English,United Kingdom,,898317.0,2012.0
the other dream team,Marius Markevicius,The Basketball Future Foundation Sorrento Productions Berliner 76 Entertainment,Greg Speirs,Jim Lampley,Bill Walton,89.0,Documentary,English,Lithuania United States of America,,133778.0,2012.0
the sessions,Ben Lewin,Rhino Films Such Much Films,John Hawkes,Helen Hunt,William H. Macy,98.0,Drama Romance Comedy,English,United States of America,1000000.0,9138338.0,2012.0
lana turner... a daughter's memoir,Carole Langer,Soapbox Productions Turner Classic Movies,Robert Wagner,Del Armstrong,Jackie Cooper,86.0,Documentary,English,United States of America,,,2001.0
remember the day,Henry King,Twentieth Century Fox Film Corporation,Claudette Colbert,John Payne,Shepperd Strudwick,86.0,War Drama Romance,English,United States of America,,,1941.0
a child is waiting,John Cassavetes,Stanley Kramer Productions,Judy Garland,Burt Lancaster,Gena Rowlands,102.0,Drama,English,United States of America,,,1963.0
salvage,Lawrence Gough,BBC Films Hoax Films Northwest Vision and Media Digital Departures The Liverpool Culture Company,Shahid Ahmed,Sufian Ashraf,Ben Batt,79.0,Horror,English,United Kingdom,,,2010.0
submarine x-1,William A. Graham,Mirisch Films,James Caan,David Sumner,Norman Bowler,89.0,Action War,English,United Kingdom,,,1969.0
rid of me,James Westby,Alcove Productions,Katie O’Grady,John Keyser,Cora Benesh,0.0,Comedy,English,United States of America,,11740.0,2011.0
what richard did,Lenny Abrahamson,Element Pictures Irish Film Board,Jack Reynor,Roisin Murphy,Sam Keeley,87.0,Drama,Gaeilge English,Ireland,,,2012.0
kounterfeit,John Asher,Showcase Entertaiment Inc. Fatal Glimpse Inc.,Gil Bernardy,Corbin Bernsen,Bobbie Brown,90.0,Thriller Drama Action Crime,English,United States of America,,,1996.0
watch the shadows dance,Mark Joffe,Somerset Film Productions Cine-Funds Limited,Nicole Kidman,Tom Jennings,Vince Martin,87.0,Action,English,Canada Australia,,,1987.0
smashed,James Ponsoldt,Super Crispy Entertainment,Mary Elizabeth Winstead,Aaron Paul,Octavia Spencer,85.0,Drama,English,United States of America,500000.0,376597.0,2012.0
splinterheads,Brant Sersen,Atlantic Pictures,Thomas Middleditch,Rachael Taylor,Christopher McDonald,94.0,Comedy Romance,English,United States of America,,,2009.0
the babysitters,David Ross,Forensic Films Upload Films O.D.D. Entertainment Rebel Films,John Leguizamo,Katherine Waterston,Cynthia Nixon,88.0,Drama,English,United States of America,,44852.0,2007.0
wreck-it ralph,Rich Moore,Walt Disney Animation Studios,John C. Reilly,Sarah Silverman,Jack McBrayer,108.0,Family Animation Comedy Adventure,English,United States of America,165000000.0,471222889.0,2012.0
lookin' to get out,Hal Ashby,Lorimar Productions Northstar International,Jon Voight,Ann-Margret,Burt Young,105.0,Comedy,English,United States of America,17000000.0,946461.0,1982.0
diplomatic siege,Gustavo Graef-Marino,Tapestry Films Trimark Pictures,Peter Weller,Daryl Hannah,Tom Berenger,90.0,Action Thriller,English,United States of America,10000000.0,,1999.0
silver linings playbook,David O. Russell,The Weinstein Company,Bradley Cooper,Jennifer Lawrence,Robert De Niro,122.0,Drama Comedy Romance,English,United States of America,21000000.0,205738714.0,2012.0
flight,Robert Zemeckis,Paramount Pictures Parkes/MacDonald Productions ImageMovers,Denzel Washington,Don Cheadle,Bruce Greenwood,138.0,Drama,English,United States of America,31000000.0,161772375.0,2012.0
five broken cameras,Emad Burnat Guy Davidi,Guy DVD Films Alegria Productions Burnat Films,Emad Burnat,Mohammed Burnat,Soraya Burnat,90.0,War Documentary,العربية עִבְרִית,Israel Palestinian Territory,,108541.0,2011.0
