title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
attenberg,Athina Rachel Tsangari,MEDIA Programme of the European Union Greek Film Center Boo Productions Faliro House Productions Haos Film Stefi S.A.,Ariane Labed,Yorgos Lanthimos,Vangelis Mourikis,95.0,Drama,English ελληνικά,Greece,,69961.0,2010.0
the asthenic syndrome,Kira Muratova,Odessa Film Studios Goskino,Olga Antonova,Sergei Popov,Galina Zakhurdaeva,153.0,Drama,Pусский,Ukraine,,,1990.0
my dear enemy,Lee Yoon-ki,B.O.M. Film Productions Co.,Jeon Do-yeon,Ha Jung-woo,Kim Hye-ok,123.0,Comedy Romance,한국어/조선말,South Korea,,,2008.0
night and day,Hong Sang-soo,B.O.M. Film Productions Co.,Kim Young-Ho,Park Eun-hye,Hwang Su-Jeong,144.0,Drama,한국어/조선말,South Korea,,,2008.0
porto of my childhood,Manoel de Oliveira,Madragoa Filmes,Jorge Trêpa,Ricardo Trêpa,Maria de Medeiros,61.0,Drama,Portuguese,France Portugal,,,2001.0
everybody's woman,Max Ophüls,Novella Film,Isa Miranda,Memo Benassi,Tatyana Pavlova,97.0,Drama,Italiano,Italy,,,1934.0
the high cost of living,Deborah Chow,Suki Films,Isabelle Blais,Zach Braff,Patrick Labbé,92.0,Drama,English,Canada United States of America,,,2010.0
swimming pool,Boris von Sychowski,Senator Film Produktion Calypso Filmproduktion,Kristen Miller,John Hopkins,James McAvoy,89.0,Thriller Horror,English,Germany,7800000.0,22441323.0,2001.0
incendies,Denis Villeneuve,TS Productions Micro scope Phi Group,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,130.0,Drama War Mystery,Français العربية English,Canada France,6800000.0,7103838.0,2010.0
nora roberts' blue smoke,David Carson,Stephanie Germain Productions Mandalay Television Lifetime Television,Alicia Witt,Matthew Settle,Scott Bakula,95.0,Action Drama Romance Thriller TV Movie,English,United States of America,,,2007.0
nora roberts' montana sky,Mike Robe,Mandalay Entertainment Stephanie Germain Productions Lifetime Television,Charlotte Ross,Diane Ladd,Ashley Williams,96.0,Drama Romance Thriller TV Movie,English,United States of America,,,2007.0
bird of paradise,King Vidor,RKO Radio Pictures,Dolores del Río,Joel McCrea,John Halliday,80.0,Adventure Romance Drama,English,United States of America,,753000.0,1932.0
invitation to the dance,Gene Kelly,Metro-Goldwyn-Mayer (MGM),Gene Kelly,Igor Youskevitch,Claire Sombert,93.0,Music Animation Fantasy,English,United States of America,,,1956.0
the leaning tower,Timo Koivusalo,Artista-Filmi,Martti Suosalo,Liisa Kuoppamäki,Liisa Kuoppamäki,96.0,Comedy,suomi,Finland Italy,,,2006.0
kymmenen riivinrautaa,Ere Kokkonen,Ere Kokkonen,Esko Salminen,Santeri Kinnunen,Petra Frey,0.0,Comedy,Finnish,Finland,,,2002.0
dead kids,Michael Laughlin,"Hemdale Film Bannon Glen Endeavour Productions Fay, Richwite Shadow Lane South Street Films",Michael Murphy,Louise Fletcher,Dan Shor,99.0,Horror Mystery Thriller Science Fiction,English,United States of America Australia New Zealand,,,1981.0
neon flesh,Paco Cabezas,Oberón Cinematográfica Pensa & Rocca Producciones Mandarin Cinéma Jaleo Films S.L. Morena Films Carne de Neón A.I.E.,Mario Casas,Vicente Romero,Macarena Gómez,101.0,Thriller Action Comedy,Polski Español,Argentina Spain France Sweden,4364700.0,486756.0,2010.0
nora roberts' carolina moon,Stephen Tolkin,Mandalay Television Sony Pictures Home Entertainment Lifetime Television,Claire Forlani,Oliver Hudson,Jacqueline Bisset,95.0,TV Movie Drama Mystery Romance Thriller,English,Canada United States of America Germany,,,2007.0
nora roberts' angels fall,Ralph Hemecker,Degeto Film Alberta Film Entertainment Lifetime Television,Heather Locklear,Johnathon Schaech,Gary Hudson,90.0,Drama Mystery Romance Thriller,English,Canada United States of America,,,2007.0
persona non grata,Krzysztof Zanussi,Canal Plus,Zbigniew Zapasiewicz,Nikita Mikhalkov,Jerzy Stuhr,110.0,Drama,English Polski Pусский Español,Italy Russia Poland France,,,2005.0
soul surfer,Sean McNamara,Mandalay Pictures TriStar Pictures Brookwell-McNamara Entertainment FilmDistrict Affirm Films,AnnaSophia Robb,Helen Hunt,Lorraine Nicholson,106.0,Family Action Drama,English,United States of America,18000000.0,47088990.0,2011.0
something borrowed,Luke Greenfield,Alcon Entertainment Wild Ocean Films 2S Films,Kate Hudson,Ginnifer Goodwin,John Krasinski,112.0,Comedy Drama Romance,English,United States of America,35000000.0,59901913.0,2011.0
"rock, paper, scissors: the way of the tosser",Tim Doiron,Way of the Tosser Inc.,Tim Doiron,April Mullen,Ryan Tilley,85.0,Comedy,English,Canada,,,2007.0
june 9,T. Michael Conway,Legion Filmworks,Jon Ray,Trevor Williams,Maggie Blazunas,95.0,Horror,English,United States of America,,,2008.0
macbeth,Béla Tarr,Anton Capital Entertainment See-Saw Films Creative Scotland DMC Film Film4 Productions StudioCanal,Cserhalmi György,Erzsébet Kútvölgyi,Ferenc Bencze,72.0,Drama,Magyar,Hungary,15000000.0,16322067.0,1982.0
bridesmaids,Paul Feig,Universal Pictures Relativity Media Apatow Productions,Kristen Wiig,Rose Byrne,Maya Rudolph,125.0,Comedy Romance,English,United States of America,32500000.0,288383523.0,2011.0
priest,Scott Stewart,Screen Gems Stars Road Entertainment Buckaroo Entertainment Michael De Luca Productions TOKYOPOP,Paul Bettany,Karl Urban,Cam Gigandet,87.0,Action Science Fiction Fantasy Thriller Horror,Português English ภาษาไทย,United States of America,60000000.0,78309131.0,2011.0
the 19th wife,Rod Holcomb,Sony Pictures Television Studios Alberta Film Entertainment Barbara Lieberman Productions,Chyler Leigh,Matt Czuchry,Alexia Fast,95.0,Drama Mystery Thriller,English,Canada,,,2010.0
poliwood,Barry Levinson,The Creative Coalition Baltimore Pictures,Richard Abramowitz,Stephen Baldwin,Annette Bening,0.0,Documentary Mystery Thriller,English,United States of America,,,2009.0
the storm warriors,Danny Pang Oxide Pang Chun,Universe Films Distribution,Aaron Kwok,Ekin Cheng,Kenny Ho,150.0,Action Adventure Fantasy,广州话 / 廣州話 普通话,Hong Kong,100000000.0,,2009.0
same same but different,Detlev Buck,Boje Buck Produktion Norddeutscher Rundfunk (NDR) Biscuit Films Bophana Production,David Kross,Apinya Sakuljaroensuk,Stefan Konarske,107.0,Drama,English Deutsch ,Cambodia Germany Thailand,,,2009.0
eye of the dolphin,Michael D. Sellers,Gold/Miller Productions 120dB Films Paradise Productions Quantum Entertainment MovieBank Galaxy Productions,Carly Schroeder,Adrian Dunbar,George Harris,100.0,Drama,English,United States of America,2500000.0,71904.0,2007.0
intimate enemies,Florent-Emilio Siri,SND Les Films du Kiosque Canal+ CinéCinéma Banque Populaire Images 7 Cofimage 18 Agora Films France 2 Cinéma,Benoît Magimel,Albert Dupontel,Mohamed Fellag,108.0,Drama War History,Français,France,9780000.0,,2007.0
the beaver,Jodie Foster,Summit Entertainment Participant Media Imagenation Abu Dhabi FZ Anonymous Content,Jodie Foster,Mel Gibson,Jennifer Lawrence,91.0,Drama,English,United Arab Emirates United States of America,21000000.0,970816.0,2011.0
king lear,Jean-Luc Godard,Playground Entertainment Sonia Friedman Productions BBC Amazon Studios Lemaise Pictures,Woody Allen,Freddy Buache,Leos Carax,90.0,Comedy Drama,日本語 English Français Pусский,United States of America,,,1987.0
to the shores of tripoli,H. Bruce Humberstone,Twentieth Century Fox Film Corporation,John Payne,Maureen O'Hara,Randolph Scott,86.0,Drama War,English,United States of America,,,1942.0
the racket,Lewis Milestone,Paramount Pictures The Caddo Company,Thomas Meighan,Louis Wolheim,Marie Prevost,84.0,Crime Drama,English,United States of America,,,1928.0
black fury,Michael Curtiz,First National Pictures,Paul Muni,Karen Morley,William Gargan,94.0,Crime Drama Romance,English,United States of America,,,1935.0
kitty,Mitchell Leisen,Paramount Pictures,Paulette Goddard,Ray Milland,Patric Knowles,103.0,Drama Romance History,English,United States of America,,,1945.0
mothra,Ishirô Honda,Toho Company,Frankie Sakai,Hiroshi Koizumi,Kyôko Kagawa,101.0,Fantasy Science Fiction Thriller,日本語,Japan,9400000.0,20000000.0,1961.0
godzilla raids again,Motoyoshi Oda,Toho Company,Hiroshi Koizumi,Setsuko Wakayama,Minoru Chiaki,82.0,Action Science Fiction Horror,日本語,Japan,800000.0,1952653.0,1955.0
the tortured,Robert Lieberman,Twisted Pictures MP Productions LightTower Entertainment Twisted Light Productions,Erika Christensen,Jesse Metcalfe,Bill Moseley,79.0,Horror,English,United States of America Canada,8500000.0,,2010.0
pirates of the caribbean: on stranger tides,Rob Marshall,Walt Disney Pictures Jerry Bruckheimer Films Moving Picture Company (MPC),Johnny Depp,Penélope Cruz,Ian McShane,136.0,Adventure Action Fantasy,English Español,United States of America,380000000.0,1045713802.0,2011.0
midnight in paris,Woody Allen,Gravier Productions Televisió de Catalunya (TV3) Versátil Cinema Mediapro Pontchartrain Productions,Owen Wilson,Rachel McAdams,Kurt Fuller,94.0,Fantasy Comedy Romance,English Français Deutsch Español,Spain United States of America,30000000.0,151119219.0,2011.0
the kid with a bike,Luc Dardenne Jean-Pierre Dardenne,"France 2 Cinéma Centre National de la Cinématographie Lucky Red Eurimages Wild Bunch Les Films Du Fleuve Archipel 35 Canal+ CinéCinéma France Télévision Radio Télévision Belge Francophone (RTBF) Programme MEDIA de la Communauté Européenne Belgacom TV Région Wallone Le Tax Shelter du Gouvernement Fédéral de Belgique Taxshelter. be Inver Invest Casa Kafka Pictures Dexia, Making Of Soficinéma 7",Cécile de France,Thomas Doret,Jérémie Renier,87.0,Drama,Français,Belgium France Italy,,,2011.0
the man from nowhere,Lee Jeong-Beom,Cinema Service Opus Pictures United Pictures,Won Bin,Kim Sae-ron,Kim Tae-hoon,119.0,Action Thriller Crime,한국어/조선말,South Korea,1255000.0,43059790.0,2010.0
born to be bad,Nicholas Ray,RKO Radio Pictures,Joan Fontaine,Robert Ryan,Zachary Scott,94.0,Drama,English,United States of America,,,1950.0
jewel robbery,William Dieterle,Warner Bros.,William Powell,Kay Francis,Helen Vinson,68.0,Romance Comedy Crime,English,United States of America,,,1932.0
the tree of life,Terrence Malick,Fox Searchlight Pictures Plan B Entertainment River Road Entertainment,Brad Pitt,Sean Penn,Jessica Chastain,139.0,Drama Fantasy,English,United States of America,32000000.0,54674226.0,2011.0
paper lion,Alex March,United Artists Stuart Miller Productions,Alan Alda,Lauren Hutton,David Doyle,107.0,Comedy,English Deutsch,United States of America,,,1968.0
all i desire,Douglas Sirk,Universal International Pictures (UI),Barbara Stanwyck,Richard Carlson,Lyle Bettger,79.0,Drama,English,United States of America,,,1953.0
jeopardy,John Sturges,Metro-Goldwyn-Mayer (MGM),Barbara Stanwyck,Barry Sullivan,Ralph Meeker,69.0,Drama Thriller,English Español,United States of America,,,1953.0
the village barbershop,Chris J. Ford,unknown,John Ratzenberger,Shelly Cole,Cindy Pickett,99.0,Comedy Drama,English,unknown,,,2008.0
diary of a cannibal,Ulli Lommel,Hollywood House of Horror The Shadow Factory Inc.,Trevor Parsons,Jillian Swanson,Michael Barbour,81.0,Horror Crime Romance,English Deutsch,United States of America,,,2007.0
the hangover part ii,Todd Phillips,Legendary Pictures Living Films Green Hat Films Warner Bros.,Bradley Cooper,Ed Helms,Zach Galifianakis,102.0,Comedy,English ภาษาไทย,United States of America,80000000.0,254455986.0,2011.0
nothing to declare,Dany Boon,SCOPE Invest TF1 Films Production Canal+ CinéCinéma Pathé Scope Pictures Région Wallone Centre National de la Cinématographie (CNC) Les Productions du Ch'timi,Julie Bernard,Dany Boon,Benoît Poelvoorde,108.0,Comedy,English Français,France,32000000.0,93800000.0,2010.0
no time for love,Mitchell Leisen,Paramount Pictures,Claudette Colbert,Fred MacMurray,Ilka Chase,83.0,Romance Comedy,English Español,United States of America,2800000.0,,1943.0
the sin of madelon claudet,Edgar Selwyn,Metro-Goldwyn-Mayer (MGM),Helen Hayes,Lewis Stone,Neil Hamilton,75.0,Drama,English Français,United States of America,,,1931.0
this above all,Anatole Litvak,Twentieth Century Fox Film Corporation,Tyrone Power,Joan Fontaine,Thomas Mitchell,110.0,Drama Romance War,English Español,United States of America,,,1942.0
double take,Johan Grimonprez,Zap-O-Matik Nikovantastic Film,Ron Burrage,Mark Perry,Delfine Bafort,80.0,Documentary,English,Belgium Germany Netherlands,24000000.0,31600000.0,2009.0
fly away,Janet Grillo,Chapter 2 France 2 Cinéma Pathé,Beth Broderick,Ashley Rickards,Greg Germann,85.0,Drama Romance,France,France Italy,,,2011.0
van diemen's land,Jonathan auf der Heide,Noise & Light Inspiration Studios Screen Australia,Arthur Angel,Paul Ashcroft,Mark Leonard Winter,104.0,Drama History Thriller,English ,Australia,,,2009.0
one hundred mornings,Conor Horgan,unknown,Ciarán McMenamin,Alex Reid,Rory Keenan,85.0,Drama Thriller Science Fiction,English,Ireland,,,2009.0
son of babylon,Mohamed Al Daradji,"UK Film Council Screen Yorkshire Rotterdam Media Fund Centre National de la Cinématographie (CNC) Fonds Sud Cinéma Sundance Institute, The Netherlands Fund for Film CRM-114 Human Film Human Film NL Pyramedia Iraq al-Rafidain",Shazada Hussein,Yasser Talib,Bashir Al Majid,100.0,Drama Romance,العربية,Iraq Egypt France Netherlands Palestinian Territory United Arab Emirates United Kingdom,,,2009.0
loose change 9/11: an american coup,Dylan Avery,Collective Minds Media Company Microcinema International Morningstar Entertainment Brown & Stretic The Frankfurt Group Frankfurt Kurnit Klein & Selz,Daniel Sunjata,unknown,unknown,99.0,Documentary,English Français Español,United States of America,,,2009.0
victim,Michael A. Pierce Matt Eskandari,Allied Film Makers J. Arthur Rank Organisation,Bob Bancroft,Brendan Kelly,Stacy Haiduk,74.0,Drama Horror Thriller,English,United States of America,,,2010.0
across the hall,Alex Merkin,Godfather Entertainment,Mike Vogel,Brittany Murphy,Danny Pino,93.0,Thriller Mystery Romance,English,United States of America,,,2009.0
daayen ya baayen,Bela Negi,Handmade Films Ltd. Alliance Media & Entertainment Bela Negi Films,Deepak Dobriyal,Badrul Islam,Bharti Bhatt,115.0,Family Comedy Drama,English,India,,,2010.0
john rabe,Florian Gallenberger,Hofmann & Voges Entertainment Majestic Filmproduktion EOS Entertainment Zweites Deutsches Fernsehen (ZDF) Pampa Production Huayi Brothers & Taihe Film Investment,Ulrich Tukur,Dagmar Manzel,Steve Buscemi,134.0,Drama History War,Deutsch English 日本語 普通话 广州话 / 廣州話 Український,China France Germany,20000000.0,,2009.0
oh my god,Peter Rodger,Syzygy Productions Rodger Pictures,Hugh Jackman,Seal,Mithun Chakraborty,93.0,Comedy Documentary,English,United States of America,2500000.0,19000000.0,2009.0
destroy all monsters,Ishirô Honda Seiji Tani,Toho Company,Akira Kubo,Jun Tazaki,Yukiko Kobayashi,89.0,Action Science Fiction Thriller Horror,日本語,Japan,,1568760.0,1968.0
stonewall uprising,Kate Davis David Heilbroner,unknown,Paul Bosche,Alfredo del Rio,John DiGiacomo,80.0,Documentary,English,unknown,,,2010.0
the clairvoyant,Maurice Elvey,Gaumont British Picture Corporation,Claude Rains,Fay Wray,Mary Clare,81.0,Drama Mystery Romance Thriller,English,United Kingdom,,,1934.0
the virginity hit,Huck Botko Andrew Gurland,Gary Sanchez Productions Principato-Young Entertainment,Matt Bennett,Zack Pearlman,Jacob Davich,120.0,Comedy,English Français,United States of America,2000000.0,563706.0,2010.0
through and through,Grzegorz Królikiewicz,"Zespol Filmowy ""Silesia""",Jerzy Block,Aleksander Czajczynski,Irena Ladosiówna,70.0,Crime,Polski,Poland,,,1973.0
pina,Wim Wenders,Neue Road Movies Zweites Deutsches Fernsehen (ZDF) ARTE Eurowide Film Production The Criterion Collection Recorded Picture Company (RPC),Regina Advento,Malou Airaudo,Ruth Amarante,106.0,Documentary,Hrvatski English Français Deutsch Italiano 한국어/조선말 Português Pусский Español,France Germany United Kingdom,4317946.0,14624826.0,2011.0
eyes of a stranger,Ken Wiederhorn,Georgetown Productions Inc.,Lauren Tewes,Jennifer Jason Leigh,John DiSanti,84.0,Horror Thriller,English,United States of America,800000.0,1118634.0,1981.0
outcast of the islands,Carol Reed,London Film Productions,Trevor Howard,Ralph Richardson,Robert Morley,102.0,Drama Adventure,English,United Kingdom,,,1951.0
the moon in the gutter,Jean-Jacques Beineix,Gaumont TF1 Films Production S.F.P.C.,Gérard Depardieu,Nastassja Kinski,Victoria Abril,126.0,Drama Thriller Crime,Français,France Italy,,,1983.0
belle toujours,Manoel de Oliveira,Filbox Producoes,Michel Piccoli,Bulle Ogier,Ricardo Trêpa,70.0,Music Drama,Français,France Portugal,,,2006.0
the roommate,Christian E. Christiansen,Vertigo Entertainment Screen Gems,Minka Kelly,Leighton Meester,Cam Gigandet,91.0,Thriller Drama Horror,English,United States of America,16000000.0,40492759.0,2011.0
strip nude for your killer,Andrea Bianchi,Fral Spa,Edwige Fenech,Nino Castelnuovo,Femi Benussi,98.0,Horror Thriller,Italiano,Italy,,,1975.0
humanity and paper balloons,Sadao Yamanaka,Zenshinza Theatre Company P.C.L. Film Studio,Chôemon Bandô,Emitaro Ichikawa,Chôjûrô Kawarasaki,86.0,Drama,日本語,Japan,,,1937.0
comedy of innocence,Raúl Ruiz,CNC Les Films du Camélia MACT Productions PROCIREP TF1 International Canal+,Isabelle Huppert,Jeanne Balibar,Charles Berling,100.0,Drama Foreign Mystery Thriller,France,France,,,2000.0
hollow triumph,Steve Sekely,Eagle-Lion Films,Paul Henreid,Joan Bennett,Eduard Franz,83.0,Thriller Crime,English,United States of America,,,1948.0
the housemaid,Kim Ki-young,Kim Ki-Young Production Hanguk Munye Yeonghwa,Lee Eun-shim,Ju Jeung-nyeo,Kim Jin-kyu,111.0,Crime Drama,한국어/조선말,South Korea,,,1960.0
wanda,Barbara Loden,Foundation for Filmakers Televentures,Barbara Loden,Dorothy Shupenes,Peter Shupenes,102.0,Drama,English,United States of America,,,1970.0
the strange case of angelica,Manoel de Oliveira,Filmes do Tejo Les Films de l'Après-Midi Eddie Saeta S.A.,Pilar López de Ayala,Leonor Silveira,Filipe Vargas,97.0,Drama,Português,Portugal Brazil France Spain,2000000.0,,2010.0
frownland,Ronald Bronstein,Frownland,Dore Mann,Paul Grimstad,David Sandholm,106.0,Comedy Drama,English,United States of America,,,2007.0
the king of escape,Alain Guiraudie,Les films du Worso,Hafsia Herzi,Ludovic Berthillot,Luc Palun,97.0,Adventure Comedy,Français,France,,,2009.0
zoo in budapest,Rowland V. Lee,Fox Film Corporation,Loretta Young,Gene Raymond,O.P. Heggie,94.0,Drama,English,United States of America,,,1933.0
tomorrow we move,Chantal Akerman,Radio Télévision Belge Francophone (RTBF),Sylvie Testud,Aurore Clément,Jean-Pierre Marielle,110.0,Comedy,Français,Belgium France,,,2004.0
dealer,Benedek Fliegauf,Savage Film,Felícián Keresztes,Barbara Thurzó,Edina Balogh,136.0,Drama,English Deutsch Magyar,Hungary,,,2004.0
no rest for the brave,Alain Guiraudie,Procirep Amour Fou Filmproduktion Österreichischer Rundfunk (ORF) Canal+ Backup Films Arte France Cinéma Filmfonds Wien Centre National de la Cinématographie (CNC) Région Midi-Pyrénées Région Aquitaine Les Films à Paulo Département des Landes,Thomas Suire,Thomas Blanchard,Laurent Soffiati,107.0,Drama Comedy Romance Foreign,Français,Austria France,,,2003.0
trails,João César Monteiro,Instituto Português de Cinema (IPC),Manuela de Freitas,Luís de Sousa Costa,Francisco Domingues,120.0,Drama,Português,Portugal,,,1978.0
bis zum ellenbogen,Justus von Dohnányi,Element e Filmproduktion,Stefan Kurt,Jan Josef Liefers,Justus von Dohnányi,90.0,Comedy,Deutsch,Germany,,,2007.0
8:28 am,Christian Alvart,Kaminski.Stiehm.Film GmbH Jumping Horse Film,Nadeshda Brennicke,Mehdi Nebbou,Mark Waschke,91.0,Romance Drama,English Deutsch,Germany,,,2010.0
ossos,Pedro Costa,Madragoa Filmes Gemini Films Zentropa Entertainments Instituto Português da Arte Cinematográfica e Audiovisual Rádio e Televisão de Portugal (RTP) Eurimages,Vanda Duarte,Nuno Vaz,Isabel Ruth,94.0,Drama,Português,Portugal France Denmark,,,1997.0
all is forgiven,Mia Hansen-Løve,Les Films Pelléas,Paul Blain,Marie-Christine Friedrich,Victoire Rousseau,105.0,Drama Family,Français Deutsch,France Austria,,,2007.0
the mistress,Andrea Štaka,Dschoint Ventschr Filmproduktion AG Schweizer Fernsehen (FS) Quinte Film GmbH,Mirjana Karanović,Andrea Zogg,Marija Škaričić,81.0,Drama,Hrvatski Deutsch,Switzerland Germany,,,2006.0
trust,David Schwimmer,Nu Image Films Millennium Films Dark Harbor Stories,Clive Owen,Catherine Keener,Liana Liberato,104.0,Crime Drama Thriller,English,United States of America,9500000.0,120000.0,2010.0
penny dreadful,Richard Brandes,Brandes Films International,Rachel Miner,Mimi Rogers,Chad Todhunter,92.0,Horror Thriller,English,United States of America,,,2006.0
night flight,Clarence Brown,Metro-Goldwyn-Mayer (MGM),John Barrymore,Helen Hayes,Clark Gable,84.0,Drama,English,United States of America,,,1933.0
prison,Ingmar Bergman,Terrafilm,Doris Svedlund,Birger Malmsten,Eva Henning,80.0,Drama,svenska,Sweden,4000000.0,354704.0,1949.0
dreams,Ingmar Bergman,Sandrews,Eva Dahlbeck,Harriet Andersson,Gunnar Björnstrand,87.0,Drama,svenska,Sweden,6000000.0,608671.0,1955.0
group sex,Lawrence Trilling,GS Films,Josh Cooke,Greg Grunberg,Kathrine Narducci,92.0,Comedy Romance,English,United States of America,,,2010.0
the mosquito net,Agustí Vila,Eddie Saeta,Geraldine Chaplin,Emma Suárez,Martina García,95.0,Drama Comedy,Català Español,Spain,,,2010.0
loft,Antoinette Beumer,BNN TV Pupkin Film Woestijnvis Millstreet Films,Anna Drijver,Kim van Kooten,Barry Atsma,110.0,Thriller,Nederlands Polski,Netherlands,,,2010.0
vieraalla maalla,Ilkka Vanne,MRP Matila Röhr Productions,Ville Haapasalo,Irina Björklund,Katja Küttner,0.0,Comedy Romance,suomi,Finland,,,2003.0
open season 3,Cody Cameron,Sony Pictures Animation,Ciara Bravo,Charlie Bright,Cody Cameron,75.0,Animation Family Comedy,English,United States of America Belgium,,,2010.0
the speed of thought,Evan Oppenheimer,Black Sand Pictures Soho Screen Productions Highland Film Group,Nick Stahl,Taryn Manning,Wallace Shawn,94.0,Action Thriller Science Fiction,English,United States of America,2000000.0,,2011.0
henri georges clouzot's inferno,Serge Bromberg Ruxandra Medrea,Lobster Films France 2 Cinéma,Romy Schneider,Bérénice Bejo,Serge Reggiani,102.0,Documentary Foreign,Français,France,,,2009.0
stolen,Anders Anderson,Capitol Films Boy in the Box 2 Bridges Productions A2 Entertainment Group,Jon Hamm,Josh Lucas,Rhona Mitra,97.0,Crime Drama Mystery Thriller,English,United States of America,2000000.0,7306.0,2009.0
a shine of rainbows,Vic Sarin,Octagon Films Sepia Films,Connie Nielsen,Aidan Quinn,John Bell,101.0,Drama Family,English,Canada Ireland,6000000.0,,2009.0
zombie girl: the movie,Justin Johnson Aaron Marshall Erik Mauck,unknown,Megan Hagins,Jerry Hagins,Emily Hagins,89.0,Horror Documentary,English,unknown,,,2009.0
turbulence 2: fear of flying,David Mackay,Capital Arts Entertainment Trimark Pictures,Tom Berenger,Craig Sheffer,Jennifer Beals,101.0,Thriller Action,English,United States of America,,,1999.0
the sisters,Anatole Litvak,Warner Bros.,Errol Flynn,Bette Davis,Anita Louise,99.0,Drama,English,United States of America,,,1938.0
the double hour,Giuseppe Capotondi,Indigo Film Medusa Film,Kseniya Rappoport,Filippo Timi,Antonia Truppo,95.0,Crime Drama Mystery Romance Thriller,Italiano Español,Italy,3906840.0,4300000.0,2009.0
20 seconds of joy,Jens Hoffmann,F24 Film Red Bull Media House,Karina Hollekim,unknown,unknown,60.0,Documentary,Deutsch,Germany,337200.0,,2012.0
happy ever afters,Stephen Burke,unknown,Sally Hawkins,Tom Riley,Sinead Maguire,104.0,Romance Comedy,English Deutsch,Ireland,,,2009.0
attack the block,Joe Cornish,UK Film Council Studio Canal Film4,Nick Frost,Jodie Whittaker,John Boyega,88.0,Action Comedy Science Fiction,English,United Kingdom,14350531.0,3964682.0,2011.0
the way,Emilio Estevez,Elixir Films Filmax Entertainment,Martin Sheen,Emilio Estevez,Deborah Kara Unger,128.0,Adventure Comedy Drama,Français English Español,Spain,,4430765.0,2010.0
let the bullets fly,Jiang Wen,Emperor Motion Pictures China Film Group Corporation (CFGC) Beijing Bu Yi Le Hu Film Company,Jiang Wen,Chow Yun-fat,Ge You,132.0,Action Comedy Documentary,普通话,China Hong Kong,,104731450.0,2010.0
the tunnel,Carlo Ledesma,Distracted Media Zapruder's Other Films DLSHS,Bel Deliá,Steve Davis,Luke Arnold,90.0,Horror Thriller Mystery,English,Australia,135000.0,,2011.0
orwell rolls in his grave,Robert Kane Pappas,unknown,Charles Lewis,Robert McChesney,Mark Crispin Miller,84.0,Documentary,English,unknown,,,2003.0
wake,Ellie Kanner,unknown,Bijou Phillips,Ian Somerhalder,Jane Seymour,97.0,Comedy Drama Romance,English,United States of America,,,2009.0
kings of the sun,J. Lee Thompson,The Mirisch Corporation,Yul Brynner,George Chakiris,Shirley Anne Field,108.0,Action Adventure Western,English,United States of America,4000000.0,,1963.0
he ran all the way,John Berry,Roberts Pictures Inc.,John Garfield,Shelley Winters,Wallace Ford,77.0,Drama Crime,English,United States of America,,,1951.0
violent saturday,Richard Fleischer,Twentieth Century Fox Film Corporation,Victor Mature,Richard Egan,Stephen McNally,90.0,Drama Crime,English,United States of America,,,1955.0
kung fu panda 2,Jennifer Yuh Nelson,DreamWorks Animation,Jack Black,Angelina Jolie,Dustin Hoffman,91.0,Animation Family,English,United States of America,150000000.0,665692281.0,2011.0
the burglars,Henri Verneuil,Columbia Films S.A.,Jean-Paul Belmondo,Omar Sharif,Dyan Cannon,120.0,Action Crime,English,France Italy,,33000000.0,1971.0
gabriel over the white house,Gregory La Cava,Metro-Goldwyn-Mayer (MGM),Walter Huston,Karen Morley,Franchot Tone,86.0,Drama Fantasy Romance,English,United States of America,,,1933.0
lynch,blackANDwhite,unknown,David Lynch,Hannah,unknown,84.0,Documentary,English,United States of America,,,2007.0
x-men: first class,Matthew Vaughn,Ingenious Film Partners Ingenious Media Twentieth Century Fox Film Corporation Donners' Company Dune Entertainment Dune Entertainment III Marvel Entertainment Bad Hat Harry Productions Big Screen Productions,James McAvoy,Michael Fassbender,Jennifer Lawrence,132.0,Action Science Fiction Adventure,Deutsch English Español Français Pусский,United States of America,160000000.0,353624124.0,2011.0
submarine,Richard Ayoade,Film4 Film Agency for Wales Red Hour Films Warp (Submarine) Warp Films,Craig Roberts,Sally Hawkins,Paddy Considine,97.0,Drama Comedy Romance,English,United Kingdom United States of America,,864659.0,2011.0
crazy safari,Billy Chan,"Win's Movie Productions Ltd. Samico Films Production Co., Ltd. Golden Harvest Productions",N!xau,Lam Ching-Ying,Chan San-Hiu,96.0,Action Comedy,广州话 / 廣州話 English,Hong Kong,,,1991.0
tonight and every night,Victor Saville,Columbia Pictures,Rita Hayworth,Lee Bowman,Janet Blair,92.0,Romance,English,United States of America,,,1945.0
the thief,Russell Rouse,unknown,Ray Milland,Martin Gabel,Harry Bronson,85.0,Crime Thriller,English,United States of America,50.0,,1952.0
raffles,George Fitzmaurice,"Samuel Goldwyn Company, The",Ronald Colman,Kay Francis,Bramwell Fletcher,72.0,Adventure Crime Romance,English,United States of America,,,1930.0
the dark angel,Sidney Franklin,"Samuel Goldwyn Company, The",Fredric March,Merle Oberon,Herbert Marshall,106.0,Romance Drama,English,United States of America,,,1935.0
brewster's millions,Allan Dwan,United Artists Edward Small Productions,Dennis O'Keefe,Helen Walker,June Havoc,79.0,Comedy,English,United States of America,20000000.0,45833132.0,1945.0
