title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
executive target,Joseph Merhi,PM Entertainment Group,Michael Madsen,Roy Scheider,Keith David,100.0,Action Thriller,English,United States of America,,,1997.0
face,Antonia Bird,BBC Films,Robert Carlyle,Ray Winstone,Steven Waddington,105.0,Crime Drama Thriller,English,United Kingdom,,,1997.0
snow white: a tale of terror,Michael Cohn,Interscope Communications Polygram Filmed Entertainment,Sigourney Weaver,Sam Neill,Monica Keena,100.0,Fantasy Horror,English,United States of America,26000000.0,,1997.0
gummo,Harmony Korine,Fine Line Features Independent Pictures (II),Jacob Sewell,Darby Dougherty,Chloë Sevigny,89.0,Drama,English,United States of America,1300000.0,116799.0,1997.0
hamilton,Harald Zwart,Moviola Film och Television AB TV4 Sweden AB Yellow Cottage,Peter Stormare,Mats Långbacka,Lena Olin,122.0,Action Thriller,Pусский English svenska,Italy Morocco Norway Sweden,,,1998.0
chicago cab,John Tintori Mary Cybulski,GFT Entertainment New Crime Productions Child's Will Productions,Paul Dillon,Tim Gamble,Olivia Trevino,96.0,Comedy Drama,English,United States of America,10000000.0,,1997.0
kiss or kill,Bill Bennett,Australian Film Finance Corporation (AFFC) Bill Bennett Productions,Tiffany Peters,Syd Brisbane,Geoff Revell,96.0,Crime Drama,English,Australia,,,1997.0
destiny,Youssef Chahine,Ognon Pictures MISR International Films France 2 Cinéma,Layla Olwy,Mohamed Mounir,Khaled El Nabawy,135.0,Drama History,العربية Français,Egypt France,,,1997.0
mean guns,Albert Pyun,Filmwerks,Christopher Lambert,Ice-T,Michael Halsey,110.0,Action Adventure Crime Thriller,English,United States of America,,,1997.0
men with guns,John Sayles,Anarchist's Convention Films Clear Blue Sky Productions Independent Film Channel Lexington Road Productions,Federico Luppi,Damián Delgado,Dan Rivera González,127.0,Action Drama Foreign Thriller,English Italiano Español,United States of America,,,1997.0
nirvana,Gabriele Salvatores,Davis-Films Cecchi Gori Group Tiger Cinematografica Colorado Film Production,Christopher Lambert,Sergio Rubini,Diego Abatantuono,113.0,Thriller Fantasy Science Fiction,English Italiano,Italy,,,1997.0
dance with the devil,Álex de la Iglesia,Lolafilms Instituto Mexicano de Cinematografía (IMCINE) Canal+ España Mirador Films Occidental Media Corp. Sociedad General de Televisión (Sogetel),Rosie Perez,Javier Bardem,Harley Cross,126.0,Action Thriller,English Español,Mexico Spain United States of America,7552917.0,2957970.0,1997.0
photographing fairies,Nick Willing,Arts Council of England British Broadcasting Corporation (BBC) British Screen Productions,Toby Stephens,Emily Woof,Ben Kingsley,106.0,Mystery Fantasy Drama,English,United Kingdom,1.0,4.0,1997.0
postman blues,SABU,TV Tokyo Nikkatsu Corporation Suplex,Shinichi Tsutsumi,Keisuke Horibe,Ren Osugi,110.0,Crime Drama Action,English Français 日本語,Japan,,,1997.0
quicksilver highway,Mick Garris,National Studios,Christopher Lloyd,Matt Frewer,Raphael Sbarge,90.0,Horror Thriller,English Pусский,United States of America,4000000.0,,1997.0
the swindle,Claude Chabrol,Rhône-Alpes Cinéma TF1 Films Production Canal+ Télévision Suisse-Romande (TSR) MK2 Productions,Michel Serrault,Isabelle Huppert,François Cluzet,105.0,Comedy Crime Thriller,Français Magyar,France Switzerland,,,1997.0
safe house,Eric Steven Stahl,Benjamin Productions,Patrick Stewart,Kimberly Williams-Paisley,Héctor Elizondo,112.0,Thriller,English,United States of America,85000000.0,208076205.0,1998.0
"sick: the life and death of bob flanagan, supermasochist",Kirby Dick,Sick-the Life and Death of Bob Flanagan-Supermasochist,Bob Flanagan,Kirby Dick,Kathe Burkhart,90.0,Documentary,English,United States of America,,116806.0,1997.0
the lion king 2: simba's pride,Darrell Rooney,Walt Disney Pictures Walt Disney Animation Australia DisneyToon Studios,Matthew Broderick,Moira Kelly,Neve Campbell,81.0,Animation Family Adventure,English,Australia United States of America,,,1998.0
wishful thinking,Adam Park,Miramax Films,Drew Barrymore,Jennifer Beals,Desiree Casado,91.0,Comedy Romance,English,United States of America,,,1996.0
from the earth to the moon,Michael Grossman,Imagine Entertainment HBO,Tom Hanks,Nick Searcy,Lane Smith,720.0,Documentary Drama,English,United States of America,,,1998.0
beowulf,Graham Baker,CTV International,Christopher Lambert,Rhona Mitra,Oliver Cotton,95.0,Action Science Fiction Thriller Adventure Horror Fantasy,English Pусский,United States of America France,20000000.0,1531251.0,1999.0
from dusk till dawn 3: the hangman's daughter,P.J. Pesce,A Band Apart Dimension Films Los Hooligans Productions,Marco Leonardi,Temuera Morrison,Ara Celi,94.0,Western Horror Thriller,English,United States of America,5000000.0,9617.0,1999.0
the interview,Craig Monahan,Pointblank Pictures,Hugo Weaving,Tony Martin,Aaron Jeffery,104.0,Drama,English,Australia,44000000.0,12342632.0,1998.0
rko 281,Benjamin Ross,BBC Films Labrador Films Scott Free Productions HBO Pictures WGBH,Liev Schreiber,James Cromwell,Melanie Griffith,83.0,History Drama,English,United States of America United Kingdom,,,1999.0
from dusk till dawn 2: texas blood money,Scott Spiegel,A Band Apart Dimension Films Los Hooligans Productions,Robert Patrick,Duane Whitaker,Bo Hopkins,88.0,Crime Action Horror Thriller,English,United States of America,5000000.0,6374.0,1999.0
"torrente, the dumb arm of the law",Santiago Segura,CARTEL S.A. Rocabruno S.A.,Santiago Segura,Javier Cámara,Neus Asensi,97.0,Comedy Crime,Español,Spain,,,1998.0
koko flanel,Stijn Coninx Jef Van de Water,Belgische Radio en Televisie,Urbanus,Bea Van Der Maet,Willeke van Ammelrooy,95.0,Comedy Romance,Nederlands,Belgium,,,1990.0
bruno,Shirley MacLaine,J&M Entertainment Original Voices Inc.,Alex D. Linz,Shirley MacLaine,Gary Sinise,108.0,Comedy Drama,English,United States of America,10000000.0,138800000.0,2000.0
dead man's curve,Dan Rosen,Trimark Pictures Trimark,Michael Vartan,Matthew Lillard,Randall Batinkoff,91.0,Drama Horror Mystery Thriller,English,United States of America,1000000.0,,1998.0
fudoh: the new generation,Takashi Miike,GAGA Communications,Shosuke Tanihara,Kenji Takano,Marie Jinno,98.0,Action Thriller Crime Foreign,日本語,Japan,,,1996.0
gia,Michael Cristofer,HBO Pictures,Angelina Jolie,Elizabeth Mitchell,Eric Michael Cole,120.0,Drama Romance,English Español,United States of America,,,1998.0
thursday,Skip Woods,Propaganda Films PolyGram Filmed Entertainment,Thomas Jane,Paula Marshall,Aaron Eckhart,84.0,Drama Action Crime Thriller,English,United States of America,,3121.0,1998.0
sophie's world,Erik Gustavson,SF Norge Produksjon,Silje Storstein,Tomas von Brömssen,Andrine Sæther,113.0,Fantasy Drama Family,Deutsch Norsk svenska,Norway,,,1999.0
wavelength,Michael Snow,unknown,Hollis Frampton,Amy Taubin,Lyne Grossman,43.0,Documentary,unknown,Canada United States of America,,,1967.0
who am i?,Jackie Chan Benny Chan,Golden Harvest Company,Jackie Chan,Michelle Ferre,Mirai Yamamoto,108.0,Adventure Action Comedy Thriller,Nederlands 广州话 / 廣州話 English,Hong Kong,,7700259.0,1998.0
the kingdom ii,Lars von Trier Morten Arnfred,Zentropa,Ernst-Hugo Järegård,Udo Kier,Kirsten Rolffes,286.0,Horror Mystery,Dansk svenska,Denmark,,,1997.0
merlin,Steve Barron,Hallmark Entertainment NBC Studios RHI Entertainment,Sam Neill,Helena Bonham Carter,Miranda Richardson,182.0,Adventure Drama Fantasy,English Deutsch,United Kingdom United States of America,,,1998.0
rogue trader,James Dearden,Granada Film Productions Newmarket Capital Group,Ewan McGregor,Anna Friel,Yves Beneyton,101.0,Drama,English,Indonesia Malaysia Singapore United Kingdom,12800000.0,,1999.0
breast men,Lawrence O'Neil,Home Box Office (HBO),David Schwimmer,Chris Cooper,Emily Procter,95.0,TV Movie Drama Comedy,English,United States of America,,,1997.0
a murder of crows,Rowdy Herrington,Trilogy Entertainment Group Motion International Goodbros. Pictures Entertainment,Cuba Gooding Jr.,Tom Berenger,Marianne Jean-Baptiste,102.0,Action Crime Thriller,English,United States of America,,,1999.0
"bang, boom, bang",Peter Thorwarth,Senator Film Produktion Becker & Häberle Filmproduktion GmbH Traumwerk Filmproduktion GmbH,Oliver Korittke,Markus Knüfken,Ralf Richter,110.0,Crime Action Comedy,Deutsch,Germany,2888030.0,,1999.0
batman & mr. freeze: subzero,Boyd Kirkland,DC Comics Warner Bros. Animation,Kevin Conroy,Michael Ansara,Loren Lester,70.0,Animation Action Crime,English Português,United States of America,,,1998.0
the pentagon wars,Richard Benjamin,Home Box Office (HBO),Kelsey Grammer,Cary Elwes,Viola Davis,104.0,Comedy Drama War,English Deutsch,United States of America,,,1998.0
a place called chiapas,Nettie Wild,ONF | NFB,Subcommandante Marcos,Samuel Ruiz García,Javier Elorriaga,89.0,Documentary,English Español,Canada,891000.0,229000.0,1998.0
two hands,Gregor Jordan,CML Films Meridian Films,Heath Ledger,Bryan Brown,Rose Byrne,103.0,Comedy Crime Thriller,English,Australia,,,1999.0
brave new world,Larry Williams Leslie Libman,Dan Wigutow Productions HOF Productions Michael R. Joyce Productions USA Networks Studios Universal Television Entertainment,Leonard Nimoy,Peter Gallagher,Tim Guinee,87.0,Science Fiction TV Movie,English,United States of America,,,1998.0
addams family reunion,Dave Payne,Saban Entertainment Fox Family Films,Tim Curry,Daryl Hannah,Ed Begley Jr.,91.0,Comedy Family Fantasy Thriller TV Movie,English Français,United States of America,,,1998.0
thick as thieves,Scott Sanders,Equity Pictures Medienfonds GmbH & Co. KG IV Revelations Entertainment EFO Films Millennium Media Nu Image Grosvenor Park Media,Alec Baldwin,Andre Braugher,Michael Jai White,0.0,Drama Action Comedy Crime,English,Germany United States of America,25000000.0,,1999.0
set me free,Léa Pool,Haut et Court Catpics Coproductions Cité-Amérique Cinèma Télévision Inc.,Karine Vanasse,Pascale Bussières,Predrag 'Miki' Manojlović,95.0,Drama Romance,Français,Canada Switzerland France,,,1999.0
claire dolan,Lodge Kerrigan,MK2 Productions Serene Films,Katrin Cartlidge,Vincent D'Onofrio,Colm Meaney,95.0,Drama,English Français,France United States of America,,,1998.0
jigoku,Nobuo Nakagawa,Shintoho Film Distribution Committee,Shigeru Amachi,Utako Mitsuya,Yôichi Numata,101.0,Horror Drama,日本語,Japan,,,1960.0
the class trip,Claude Miller,France 3 Cinéma PECF Rhône-Alpes Cinéma Canal+ Centre National de la Cinématographie (CNC) Les Films de la Boissière,Clément Van Den Bergh,Lokman Nalcakan,François Roy,96.0,Mystery Drama,Français,France,,,1998.0
flowers of shanghai,Hou Hsiao-hsien,Shochiku Company 3-H Films,Michiko Hada,Tony Leung Chiu-Wai,Carina Lau,130.0,Drama,广州话 / 廣州話,Taiwan Japan,,,1998.0
the hole,Tsai Ming-liang,Haut et Court Arc Light Films La Sept-Arte Central Motion Pictures China Television (CTV),Lin Kun-huei,Lee Kang-Sheng,Hui-Chin Lin,95.0,Drama Fantasy Romance,普通话,Taiwan France,,7819851.0,1998.0
of freaks and men,Aleksey Balabanov,CTB Film Company Soyuzkino,Sergei Makovetsky,Dinara Drukarova,Anzhelika Nevolina,93.0,Comedy Drama,Pусский,Russia,,,1998.0
das merkwürdige verhalten geschlechtsreifer großstädter zur paarungszeit,Marc Rothemund,SamFilm,Cosma Shiva Hagen,Christoph Waltz,Markus Knüfken,89.0,Comedy,Deutsch,Germany,,,1998.0
purgatory,Uli Edel,Rosemont Productions,Sam Shepard,Eric Roberts,Randy Quaid,94.0,Fantasy Action Western Science Fiction,English,United States of America,,,1999.0
juha,Aki Kaurismäki,Sputnik Pyramide Productions Pandora Film,Sakari Kuosmanen,Kati Outinen,André Wilms,78.0,Romance Comedy Drama,suomi,Finland,1000000.0,,1999.0
lady snowblood,Toshiya Fujita,Toho Film (Eiga) Co. Ltd.,Meiko Kaji,Kô Nishimura,Toshio Kurosawa,97.0,Action Drama Thriller,日本語,Japan,,,1973.0
the tough ones,Aleksi Mäkelä,Solar Films inc.,Samuli Edelmann,Juha Veijonen,Teemu Lehtilä,105.0,Drama Action,suomi svenska,Finland,1143000.0,,1999.0
takedown,Joe Chappelle,Hacker Productions,Skeet Ulrich,Angela Featherstone,Donal Logue,92.0,Action Thriller,English Deutsch,United States of America,,,2000.0
bleeder,Nicolas Winding Refn,Kamikaze,Kim Bodnia,Mads Mikkelsen,Zlatko Burić,98.0,Drama Horror Thriller,Dansk,Denmark,,,1999.0
dil se..,Mani Ratnam,Varma Corporation India Talkies,Shah Rukh Khan,Manisha Koirala,Preity Zinta,163.0,Drama Romance,हिन्दी  தமிழ்,India,5200000.0,13000000.0,1998.0
the bodyguard,Ryuichi Takamori,TOEI Nippon-American Productions,Sonny Chiba,Etsuko Shihomi,Jirô Chiba,0.0,Action Thriller,日本語,Japan,25000000.0,411006740.0,1973.0
vidocq,Pitof,RF2K Productions TF1 Films Production Studio Canal Lions Gate,Gérard Depardieu,Guillaume Canet,Inés Sastre,98.0,Fantasy Action Thriller Crime Science Fiction Mystery,Français,France,,13240767.0,2001.0
molokai: the story of father damien,Paul Cox,Era Films Jos Stelling Filmprodukties BV Kinepolis Film Productions,David Wenham,Jan Decleir,Kate Ceberano,0.0,Drama Foreign,English,Australia Belgium Netherlands,,,2002.0
candyman: day of the dead,Turi Meyer,Aurora Productions Artisan Entertainment,Tony Todd,Donna D'Errico,Jsu Garcia,93.0,Fantasy Horror,English,United States of America,,,1999.0
the 4th floor,Josh Klausner,Top Floor Productions Inc. Film New Brunswick Millennium Media Echelon Productions,Juliette Lewis,William Hurt,Shelley Duvall,90.0,Horror Mystery Thriller,English,unknown,,,1999.0
a long hot summer,Perttu Leppä,Talent House,Unto Helo,Hanna-Mari Karhinen,Mikko Hakola,0.0,Music Comedy,suomi,Finland,,,1999.0
the batman superman movie: world's finest,Toshihiko Masuda,DC Comics Warner Bros. Television Warner Bros. Animation,Tim Daly,Kevin Conroy,Dana Delany,64.0,Action Animation,English,United States of America,,,1998.0
the end of evangelion,Hideaki Anno Kazuya Tsurumaki,TV Tokyo Gainax Movic SEGA Toei Animation Kadokawa Shoten Publishing Co. Production I.G. Project Eva Star Child Recording,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,87.0,Animation Drama Science Fiction,日本語,Japan,,20000000.0,1997.0
the life of aleksis kivi,Jari Halonen Jari Halonen,Seppä Callahanin Filmimaailma,Marko Tiusanen,Jari Salmi,Karoliina Kudjoi,104.0,Drama History,suomi,Finland,,,2002.0
he died with a felafel in his hand,Richard Lowenstein Angela McPherson Karan Monkhouse,Australian Film Finance Corporation Fandango Australia New South Wales Film & Television Office Notorious Films,Noah Taylor,Emily Hamilton,Romane Bohringer,107.0,Comedy,English Italiano,Australia,,,2001.0
kuch kuch hota hai,Karan Johar,Dharma Productions,Shah Rukh Khan,Kajol,Rani Mukerji,185.0,Drama Romance,हिन्दी,India,1530000.0,15306000.0,1998.0
document of the dead,Roy Frumkes,NYC School of Visual Arts Roy Frumkes Productions,George A. Romero,Tom Savini,Susan Tyrrell,91.0,Documentary,English,United States of America,33000.0,,1985.0
venus beauty institute,Tonie Marshall,Canal+ Agat Films & Cie Arte France Cinéma Tabo Tabo Films Centre National de la Cinématographie (CNC) Sofinergie 4,Audrey Tautou,Samuel Le Bihan,Nathalie Baye,105.0,Comedy Drama Romance,Français,France,,,1999.0
cherry falls,Geoffrey Wright,Rogue Pictures Industry Entertainment Fresh Produce Company,Brittany Murphy,Jay Mohr,Michael Biehn,92.0,Mystery Horror Thriller,English,United States of America,,,2000.0
freeway ii: confessions of a trickbaby,Matthew Bright,The Kushner-Locke Company,Natasha Lyonne,María Celedonio,David Alan Grier,97.0,Comedy Crime Drama,English Español,United States of America,,,1999.0
joseph and the amazing technicolor dreamcoat,David Mallet,The Really Useful Group,Donny Osmond,Maria Friedman,Richard Attenborough,76.0,Music,English,United States of America United Kingdom,,,1999.0
style wars,Tony Silver,Public Art Films,Cap,Daze,Dondi,70.0,Music Documentary TV Movie,English,United States of America,,,1983.0
in july,Fatih Akin,Wüste Filmproduktion Quality Pictures,Moritz Bleibtreu,Christiane Paul,Mehmet Kurtulus,100.0,Adventure Comedy Romance,Română Deutsch Türkçe български език ,Germany,,427418.0,2000.0
joan of arc,Christian Duguay,Gaumont,Leelee Sobieski,Powers Boothe,Neil Patrick Harris,140.0,Drama History,English,Canada,20000000.0,66976317.0,1999.0
kirikou and the sorceress,Michel Ocelot,Les Armateurs Radio Télévision Belge Francophone (RTBF) Monipoly Productions France 3 Cinema,Doudou Gueye Thiaw,Maimouna N'Diaye,Awa Sene Sarr,70.0,Fantasy Adventure Animation Family,Français,France Belgium Luxembourg,4495000.0,,1998.0
after the rain,Takashi Koizumi,Kurosawa Production Co. Asmik Ace Entertainment 7 Films Cinéma,Akira Terao,Yoshiko Miyazaki,Shirô Mifune,91.0,Drama,日本語,France Japan,3800000.0,,1999.0
the prophecy 3: the ascent,Patrick Lussier,Overseas FilmGroup Dimension Films Neo Art & Logic,Christopher Walken,Vincent Spano,Dave Buzzotta,103.0,Fantasy Horror Thriller,English,United States of America,,,2000.0
taxi 2,Gérard Krawczyk,ARP Sélection TF1 Films Productions,Samy Naceri,Frédéric Diefenthal,Marion Cotillard,82.0,Action Comedy Crime,Deutsch Français 日本語,France,10500000.0,60726164.0,2000.0
pups,Ash Baron-Cohen,Team Okuyama Allied Entertainment Group Inc. Eagle Eye Films Inc. Fire Heart Films Inc.,Mischa Barton,Cameron Van Hoy,Burt Reynolds,99.0,Thriller Action Drama Crime,English,United States of America,,,1999.0
peculiarities of the national fishing,Aleksandr Rogozhkin,Kinokompaniya CTB Nikola Film,Aleksei Buldakov,Viktor Bychkov,Semyon Strugachyov,95.0,Comedy,Český Pусский,Russia,,,1998.0
cut,Kimble Rendall,Beyond Films,Molly Ringwald,Frank Roberts,Kylie Minogue,82.0,Comedy Foreign Horror Thriller,English,Austria Germany United States of America,,,2000.0
kadosh,Amos Gitai,MP Productions Agav Hafakot,Yaël Abecassis,Yoram Hattab,Meital Barda,110.0,Drama Romance Foreign,עִבְרִית,Israel France,,,1999.0
essex boys,Terry Winsor,Granada Film Productions,Sean Bean,Tom Wilkinson,Alex Kingston,102.0,Crime Thriller,English,United Kingdom,,,2000.0
picking up the pieces,Alfonso Aráu,The Kushner-Locke Company,Woody Allen,Sharon Stone,Alfonso Aráu,95.0,Comedy Thriller Mystery,English Español,United States of America,,,2000.0
badding,Markku Pölönen,Climax Studios Nova Film Big Punch Pictures Lotte Entertainment,Janne Reinikainen,Karoliina Blackburn,Peter Franzén,103.0,Action Science Fiction Drama,suomi,Finland,,,2000.0
the wedding waltz,Matti Ijäs,Yleisradio (YLE),Vesa Vierikko,Sulevi Peltola,Taneli Mäkelä,56.0,Drama Comedy,suomi,Finland,,,1988.0
meeting people is easy,Grant Gee,Kudos Parlophone,Thom Yorke,Phil Selway,Jonny Greenwood,95.0,Music Documentary,English,United Kingdom United States of America,,,1998.0
cruel intentions 2,Roger Kumble,Original Film Newmarket Capital Group Columbia TriStar Television,Robin Dunne,Sarah Thompson,Amy Adams,87.0,Drama Romance Thriller,English,United States of America,,,2000.0
adrenaline drive,Shinobu Yaguchi,Kindai Eiga Kyokai,Masanobu Ando,Reila Aphrodite,Hikari Ishida,112.0,Comedy Crime Romance Foreign,日本語,Japan,,,1999.0
humanité,Bruno Dumont,Procirep Canal+ Arte France Cinéma 3B Productions Centre National de la Cinématographie (CNC) Pictanovo Nord-Pas-de-Calais C.R.R.A.V,Emmanuel Schotté,Séverine Caneele,Philippe Tullier,148.0,Drama,Français,France,,,1999.0
beautiful joe,Stephen Metcalfe,unknown,Billy Connolly,Sharon Stone,Jurnee Smollett,98.0,Drama Action Comedy Thriller Romance,English Français,United States of America,,,2000.0
the underground comedy movie,Vince Offer,Bop Productions Shoreline Entertainment,Vince Offer,Michael Clarke Duncan,Gena Lee Nolin,88.0,Comedy,English,United States of America,,,1999.0
the shrink is in,Richard Benjamin,Shrink Productions Inc.,Courteney Cox,David Arquette,David James Elliott,87.0,Comedy Romance,English,United States of America,6000000.0,,2001.0
charisma,Kiyoshi Kurosawa,Nikkatsu King Records Tokyo Theatres K.K.,Koji Yakusho,Hiroyuki Ikeuchi,Ren Osugi,104.0,Drama Thriller,日本語,Japan,,,1999.0
guest house paradiso,Adrian Edmondson,Universal Pictures,Rik Mayall,Adrian Edmondson,Bill Nighy,89.0,Comedy,English,United Kingdom,,,1999.0
swimming,Robert J. Siegel,Oceanside Pictures,Lauren Ambrose,Jennifer Dundas,Joelle Carter,98.0,Drama,English,United States of America,,234287.0,2000.0
if these walls could talk 2,Anne Heche Jane Anderson Martha Coolidge,Team Todd HBO Films,Vanessa Redgrave,Michelle Williams,Ellen DeGeneres,96.0,Romance Drama,English,United States of America,,,2000.0
the trumpet of the swan,Richard Rich Terry L. Noss,TriStar Pictures NEST Family Entertainment Crest Animation Productions,Jason Alexander,Mary Steenburgen,Reese Witherspoon,75.0,Animation Family,English Français,United States of America,,100202.0,2001.0
the 10th kingdom,David Carson Herbert Wise,unknown,Kimberly Williams-Paisley,Scott Cohen,John Larroquette,417.0,Adventure Comedy Family Fantasy Mystery Romance,English Français Deutsch,Germany United Kingdom United States of America,,,2000.0
an extremely goofy movie,Douglas McCarthy,Walt Disney Television Animation,Bill Farmer,Jason Marsden,Pauly Shore,79.0,Animation Family Comedy,English,Australia United States of America,,,2000.0
the wind will carry us,Abbas Kiarostami,MK2 Productions,Behzad Dorani,Farzad Sohrabi,Noghre Asadi,118.0,Drama,فارسی,Iran France,,,1999.0
water drops on burning rocks,François Ozon,Fidélité Productions Les Films Alain Sarde Euro Space Studio Images 6,Bernard Giraudeau,Malik Zidi,Ludivine Sagnier,90.0,Drama Romance,Français Deutsch,France,,,2000.0
the tracker,Rolf de Heer,Vertigo Productions,David Gulpilil,Gary Sweet,Damon Gameau,90.0,Western Drama Foreign History,English ,Australia,,,2002.0
2046,Wong Kar-wai,Paradis Films Orly Films Shanghai Film Group Corporation Jet Tone Films,Tony Leung Chiu-Wai,Zhang Ziyi,Faye Wong,129.0,Fantasy Drama Science Fiction Romance,广州话 / 廣州話 日本語 普通话,Germany Hong Kong China France Italy,12000000.0,19271312.0,2004.0
bruiser,George A. Romero,Studio Canal Barenholtz Production Romero-Grunwald Productions,Jason Flemyng,Peter Stormare,Leslie Hope,99.0,Mystery Horror,English Español,Canada United States of America France,5000000.0,,2000.0
taboo,Max Makowski,Creative Entertainment Group Silver Bullet Pictures Imperial Fish Company,Nick Stahl,Eddie Kaye Thomas,January Jones,80.0,Drama Horror Thriller Mystery,English,Romania,,,2002.0
crane world,Pablo Trapero,INCAA Lita Stantic Producciones Matanza Cine,Luis Margani,Adriana Aizemberg,Daniel Valenzuela,90.0,Drama Foreign,Español,Argentina,,,1999.0
cremaster 2,Matthew Barney,unknown,Norman Mailer,Matthew Barney,Lauren Pine,79.0,Drama,English,United States of America,1700000.0,7982.0,1999.0
running out of time,Johnnie To,Milkyway Image Win's Entertainment Ltd.,Lau Ching-Wan,Andy Lau,Yoyo Mung,93.0,Drama Action Thriller Crime,广州话 / 廣州話 English,Hong Kong,225000.0,1866462.0,1999.0
the wog boy,Aleksi Vellis,Third Costa Australian Film Finance Corporation (AFFC) Film Victoria G.O. Films,Nick Giannopoulos,Lucy Bell,Vince Colosimo,92.0,Comedy,English,Australia,,,2000.0
century of the dragon,Clarence Fok,Jing's Production Limited,Andy Lau,Louis Koo,Patrick Tam,0.0,Thriller,广州话 / 廣州話,Hong Kong,,,1999.0
chasing sleep,Michael Walker,Forensic Films Canal+ TVA International Glaski Productions,Jeff Daniels,Molly Price,Ben Shenkman,104.0,Horror Mystery Thriller,English,Canada France United States of America,,,2000.0
the stepdaughter,Peter Liapis,unknown,Andrea Roth,Lisa Dean Ryan,Jaimz Woolvett,92.0,Horror,English,United States of America,,,2000.0
possible worlds,Robert Lepage,In Extremis Images The East Side Film Company,Tom McCamus,Tilda Swinton,Shaun McCann,93.0,Mystery Science Fiction Drama,English,Canada,,,2000.0
the nameless,Jaume Balagueró,Filmax,Emma Vilarasau,Karra Elejalde,Tristán Ulloa,102.0,Horror Thriller,Español,Spain,,1069154.0,1999.0
the debt,Krzysztof Krauze,Canal+Polska Agencja Produkcji Filmowej ITI Cinema,Robert Gonera,Jacek Borcuch,Andrzej Chyra,106.0,Drama Thriller Crime Foreign,Polski,Poland,20000000.0,45636368.0,1999.0
female prisoner #701: scorpion,Shunya Ito,Toei Company,Meiko Kaji,Rie Yokoyama,Isao Natsuyagi,87.0,Crime,日本語,Japan,,,1972.0
female prisoner scorpion: jailhouse 41,Shunya Ito,Toei Company,Meiko Kaji,Fumio Watanabe,Kayoko Shiraishi,90.0,Action Crime Drama Thriller,日本語,Japan,,,1972.0
bartleby,Jonathan Parker,Parker Film Company,Crispin Glover,David Paymer,Glenne Headly,85.0,Comedy Drama,English,United States of America,,,2001.0
restless,Aku Louhimies,Solar Films inc.,Mikko Nousiainen,Laura Malmivaara,Petteri Summanen,106.0,Romance,suomi,Finland,8000000.0,2500000.0,2000.0
shiner,John Irvin,Geoff Reeve Films & Television Ltd. Vision View Entertainment,Michael Caine,Martin Landau,Andy Serkis,99.0,Drama Action Crime,English,United Kingdom,,,2000.0
batman beyond: return of the joker,Curt Geda,DC Comics Warner Bros. Animation,Will Friedle,Kevin Conroy,Mark Hamill,74.0,Animation Family,English,United States of America,,,2000.0
roberto succo,Cédric Kahn,unknown,Stefano Cassetti,Isild Le Besco,Patrick Dell'Isola,124.0,Drama,Français Italiano Deutsch English,France Switzerland,,,2001.0
suzhou river,Lou Ye,Coproduction Office Essential Filmproduktion GmbH,Zhou Xun,Jia Hongsheng,Zhongkai Hua,83.0,Drama Foreign Romance,普通话,China,,,2000.0
6ixtynin9,Pen-Ek Ratanaruang,The Film Factory Five Stars Production Company,Lalita Panyopas,Sirisin Siripornsmathikul,Prompop Lee,118.0,Comedy Crime Thriller,ภาษาไทย,Thailand,,,1999.0
audition,Takashi Miike,Omega Project Basara Pictures Creators Company Connection,Ryo Ishibashi,Eihi Shiina,Jun Kunimura,115.0,Mystery Drama Horror Thriller,日本語,Japan,,,1999.0
the nine lives of tomas katz,Ben Hopkins,unknown,Tom Fisher,Ian McNeice,Tony Maudsley,87.0,Comedy Drama Fantasy Mystery,English,Germany United Kingdom,,,2000.0
for love or country: the arturo sandoval story,Joseph Sargent,unknown,Andy García,Mía Maestro,Gloria Estefan,0.0,Documentary Drama,Español English,unknown,,,2000.0
paragraph 175,Rob Epstein Jeffrey Friedman,Channel Four Films,Rupert Everett,unknown,unknown,81.0,History Documentary,English Français Deutsch,United Kingdom United States of America Germany,,,2000.0
devdas,Sanjay Leela Bhansali,V.I.P. Films,Shah Rukh Khan,Madhuri Dixit,Aishwarya Rai Bachchan,185.0,Drama Romance,हिन्दी,India,12500000.0,,2002.0
mimic 2,Jean de Segonzac,Neo Art & Logic Dimension Films,Bruno Campos,Alix Koromzay,Will Estes,82.0,Horror Science Fiction Thriller,English Español,United States of America,10000000.0,,2001.0
monday,SABU,Faliro House Productions Automatik Entertainment Protagonist Pictures Oxymoron Films DJ Films Blonde Audiovisual Productions Wishmore Cosmote TV,Shinichi Tsutsumi,Yasuko Matsuyuki,Masanobu Ando,100.0,Comedy Crime Action Thriller,日本語,Japan,,,2000.0
paradise lost 2: revelations,Joe Berlinger Bruce Sinofsky,Creative Thinking International Ltd.,Kathy Bakken,Steven Branch,Christopher Byers,130.0,Documentary,English,United States of America,,,2000.0
dark prince: the true story of dracula,Joe Chappelle,The Kushner-Locke Company,Rudolf Martin,Jane March,Christopher Brand,92.0,Horror,English,United States of America,,,2000.0
sound and fury,Josh Aronson,Les Films du Losange Investimage CNC,Bruno Cremer,François Négret,Vincent Gasperitsch,80.0,Documentary,English,France,,,2000.0
