title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
cold sweat,Terence Young,Les Films Corona Fair Film Belgique Ciné,Charles Bronson,Liv Ullmann,James Mason,94.0,Thriller Action,English Français,Italy France Belgium,,,1970.0
the fbi story,Mervyn LeRoy,Warner Bros.,James Stewart,Vera Miles,Murray Hamilton,149.0,Drama,English,United States of America,,,1959.0
"farewell, friend",Jean Herman,Greenwich Film Productions Medusa Distribuzione,Alain Delon,Charles Bronson,Olga Georges-Picot,115.0,Crime Action Adventure,English Français,France Italy,,,1968.0
the iron mask,Allan Dwan,Elton Productions,Douglas Fairbanks,Belle Bennett,Marguerite De La Motte,103.0,Action Drama,No Language English,United States of America,,3270000.0,1929.0
st. ives,J. Lee Thompson,Warner Bros.,Charles Bronson,John Houseman,Jacqueline Bisset,94.0,Crime Action Thriller Mystery,English,United States of America,,,1976.0
villa rides,Buzz Kulik,Paramount Pictures,Yul Brynner,Robert Mitchum,Charles Bronson,125.0,Action Western,English,United States of America,,,1968.0
the wings of eagles,John Ford,Metro-Goldwyn-Mayer (MGM),John Wayne,Dan Dailey,Maureen O'Hara,110.0,War Action Drama,English,United States of America,,,1957.0
steamboat round the bend,John Ford,Fox Film Corporation,Will Rogers,Anne Shirley,Irvin S. Cobb,81.0,Comedy,English,United States of America,,,1935.0
the world moves on,John Ford,Fox Film Corporation,Madeleine Carroll,Franchot Tone,Reginald Denny,104.0,Drama History Romance,English,United States of America,,,1934.0
pilgrimage,John Ford,Fox Film Corporation,Henrietta Crosman,Heather Angel,Norman Foster,96.0,Drama,English,United States of America,,,1933.0
lonelyhearts,Vincent J. Donehue,United Artists Dore Schary Productions,Montgomery Clift,Myrna Loy,Robert Ryan,100.0,Drama,English,United States of America,,,1958.0
the andromeda strain,Mikael Salomon,Scott Free Productions Traveler's Rest Films A.S. Films,Benjamin Bratt,Christa Miller,Eric McCormack,180.0,Romance Science Fiction Thriller,English,United States of America,6500000.0,12376563.0,2008.0
boat people,Ann Hui,Bluebird Movie Enterprises,George Lam,Cora Miao,Season Ma,109.0,Drama,广州话 / 廣州話 日本語 Tiếng Việt,Hong Kong,,1988145.0,1982.0
wrong move,Wim Wenders,Solaris Film Albatros Produktion Westdeutscher Rundfunk (WDR) Wim Wenders Stiftung,Rüdiger Vogler,Hans Christian Blech,Hanna Schygulla,103.0,Drama,Deutsch,Germany,,,1975.0
dust in the wind,Hou Hsiao-hsien,Central Motion Pictures,Yang Lin,Mei Fang,Mei-Feng,109.0,Drama Romance,广州话 / 廣州話 普通话,Taiwan,,,1986.0
you don't mess with the zohan,Dennis Dugan,Columbia Pictures Happy Madison Productions Sony Pictures Releasing Relativity Media,Adam Sandler,John Turturro,Emmanuelle Chriqui,113.0,Comedy Action,English עִבְרִית,United States of America,90000000.0,201596308.0,2008.0
the prefab people,Béla Tarr,Mafilm Balázs Béla Stúdió Társulás Stúdió Magyar Televízió Fiatal Müvészek Stúdiója (MTV-FMS),Judit Pogány,Koltai Róbert,Kyri Ambrus,102.0,Drama,Magyar,Hungary,,,1982.0
the promotion,Steve Conrad,Dimension Films,Seann William Scott,John C. Reilly,Jenna Fischer,86.0,Comedy,English Español,United States of America,,,2008.0
when did you last see your father?,Anand Tucker,Intandem Films Film4 Number 9 Films Tiger Aspect Pictures Father Features Audley Films Comptom Investments,Jim Broadbent,Colin Firth,Juliet Stevenson,92.0,Drama,English,Ireland United Kingdom,,92.0,2007.0
my brother is an only child,Daniele Luchetti,Cattleya Babe Film Ministero per i Beni e le Attività Culturali Film Commission Torino-Piemonte,Elio Germano,Riccardo Scamarcio,Luca Zingaretti,108.0,Comedy,Italiano,France Italy,5000000.0,6463286.0,2007.0
stuck,Stuart Gordon,Prodigy Pictures,Mena Suvari,Stephen Rea,Russell Hornsby,85.0,Crime Horror Mystery Thriller,English Español,Canada Germany United Kingdom United States of America,5000000.0,151449.0,2007.0
july rhapsody,Ann Hui,Filmko Pictures,Jacky Cheung,Anita Mui,Karena Lam,103.0,Drama Foreign Romance,广州话 / 廣州話,Hong Kong,,,2002.0
flesh gordon,Michael Benveniste Howard Ziehm,Graffiti Productions,Jason Williams,Suzanne Fields,Joseph Hudgins,90.0,Comedy Science Fiction,English,United States of America,700000.0,,1974.0
telefon,Don Siegel,Metro-Goldwyn-Mayer (MGM),Charles Bronson,Lee Remick,Donald Pleasence,102.0,Thriller,English,United States of America,,,1977.0
the lost world,Irwin Allen,Twentieth Century Fox Film Corporation,Michael Rennie,Jill St. John,David Hedison,97.0,Adventure Fantasy Science Fiction,English,United States of America,,,1960.0
the mark of zorro,Fred Niblo,Douglas Fairbanks Pictures,Douglas Fairbanks,Noah Beery,Charles Hill Mailes,107.0,Western Adventure Drama Action Romance,English,United States of America,,,1920.0
the protector,James Glickenhaus,Golden Harvest Company Golden Way Films Ltd.,Jackie Chan,Danny Aiello,Roy Chiao,91.0,Action Adventure Comedy Crime Drama,广州话 / 廣州話 English Français,Hong Kong United States of America,,,1985.0
the three musketeers,Fred Niblo,Douglas Fairbanks Pictures,Douglas Fairbanks,Adolphe Menjou,Mary MacLaren,119.0,Action Adventure Romance,English,United States of America,1500000.0,132274484.0,1921.0
warlock,Edward Dmytryk,Twentieth Century Fox Film Corporation,Richard Widmark,Henry Fonda,Anthony Quinn,122.0,Western,English,United States of America,7000000.0,9094451.0,1959.0
the fiances,Ermanno Olmi,Titanus 22 Dicembre Sicilia Cinematografica,Carlo Cabrini,Anna Canzi,unknown,77.0,Drama Romance Foreign,Italiano,Italy,,,1963.0
il posto,Ermanno Olmi,Titanus 24 Horses,Loredana Detto,Sandro Panseri,Tullio Kezich,93.0,Drama,Italiano,Italy,,,1961.0
chaos theory,Marcos Siega,Castle Rock Entertainment,Ryan Reynolds,Emily Mortimer,Stuart Townsend,87.0,Comedy Drama Romance,English,United States of America,,240476.0,2008.0
the boys & girls guide to getting down,Michael Shapiro,Concrete Images Big Primpin Productions,Meghan Markle,Michael Masini,Adam Pally,92.0,Comedy,English,United States of America,2100000.0,14487294.0,2007.0
boy a,John Crowley,Film 4,Andrew Garfield,Katie Lyons,Peter Mullan,100.0,Crime Drama,English,United Kingdom,50000000.0,1200398.0,2007.0
doctor who,Geoffrey Sax,Universal TV 20th Century Fox Television BBC Worldwide,Paul McGann,Eric Roberts,Daphne Ashbrook,89.0,TV Movie Adventure Drama Science Fiction,English,Canada United Kingdom United States of America,5000000.0,42000000.0,1996.0
a complete history of my sexual failures,Chris Waitt,EM Media UK Film Council Screen Yorkshire Film4 Warp X Madman Entertainment,Chris Waitt,Alexandra Boyarskaya,Danielle McLeod,90.0,Documentary Romance Foreign,English,United Kingdom,,,2008.0
the warlords,Peter Chan Raymond Yip Wai-Man,Applause Pictures Media Asia Films Beijing Jinyinma Movie & TV Culture Co. Stellar Mega Films Beijing Poly-bona Film Publishing Company Chengtian Entertainment Morgan & Chan Films Talent Aid International China Film Group Corporation (CFGC),Jet Li,Andy Lau,Takeshi Kaneshiro,126.0,Action Drama History,普通话,China Hong Kong,40000000.0,,2007.0
spiral,Joel David Moore Adam Green,ArieScope Pictures Coattails Entertainment,Joel David Moore,Amber Tamblyn,Zachary Levi,90.0,Drama Thriller,English,United States of America,1500000.0,,2007.0
hounddog,Deborah Kampmeier,"Motion Picture Group, The",Dakota Fanning,Oliver Clayton-Luce,Isabelle Fuhrman,102.0,Drama Family,English,United States of America,,,2007.0
the happening,M. Night Shyamalan,Spyglass Entertainment Twentieth Century Fox Film Corporation Dune Entertainment UTV Motion Pictures Blinding Edge Pictures,Mark Wahlberg,Zooey Deschanel,John Leguizamo,91.0,Thriller Science Fiction,English Français,United States of America India France,60000000.0,163403799.0,2008.0
the incredible hulk,Louis Leterrier,Universal Pictures Marvel Studios Valhalla Motion Pictures MVL Incredible Productions,Edward Norton,Liv Tyler,Tim Roth,114.0,Science Fiction Action Adventure,Português Español English,United States of America,150000000.0,163712074.0,2008.0
baghead,Jay Duplass Mark Duplass,Duplass Brothers Productions,Ross Partridge,Steve Zissis,Greta Gerwig,84.0,Drama Comedy Horror,English,United States of America,,,2008.0
the children of huang shi,Roger Spottiswoode,Australian Film Finance Corporation Zero Fiction Film Ming Productions Bluewater Pictures Cheerland Entertainment Organization,Jonathan Rhys Meyers,Radha Mitchell,Chow Yun-fat,125.0,Drama War,日本語 普通话 English,Australia China Germany,40000000.0,7400000.0,2008.0
quill:  the life of a guide dog,Yôichi Sai,Shochiku,Kaoru Kobayashi,Kippei Shiina,Kazu Matsuda,100.0,Drama,日本語,Japan,,,2004.0
wall·e,Andrew Stanton,Walt Disney Pictures Pixar Animation Studios FortyFour Studios,Ben Burtt,Elissa Knight,Jeff Garlin,98.0,Animation Family,English,United States of America,180000000.0,521311860.0,2008.0
wanted,Timur Bekmambetov,Universal Pictures Spyglass Entertainment Bazelevs Production Kickstart Productions Marc Platt Productions Top Cow Productions Relativity Media Ringerike Zweite Filmproduktion Revolution Sun Studios,Angelina Jolie,James McAvoy,Morgan Freeman,110.0,Action Thriller Crime,English,Germany United States of America,75000000.0,258270008.0,2008.0
hancock,Peter Berg,Columbia Pictures Weed Road Pictures Forward Pass Relativity Media Overbrook Entertainment Blue Light GH Three,Will Smith,Charlize Theron,Jason Bateman,92.0,Fantasy Action,English 日本語,United States of America,150000000.0,624029371.0,2008.0
boy culture,Q. Allan Brocka,TLA Releasing Boy Culture LLC,Jonathon Trent,Derek Magyar,George Jonson,88.0,Drama Romance,English,United States of America,500000.0,220151.0,2007.0
ten minutes older: the trumpet,Aki Kaurismäki Wim Wenders Jim Jarmusch Spike Lee Werner Herzog Chen Kaige Víctor Erice,Atom Films Filmförderungsanstalt (FFA) JVC Entertainment Networks,Markku Peltola,Kati Outinen,Marko Haavisto,92.0,Documentary Drama,English suomi Deutsch 普通话 Español,China Germany Spain Finland United Kingdom,,,2002.0
angel face,Otto Preminger,RKO Radio Pictures,Robert Mitchum,Jean Simmons,Mona Freeman,92.0,Crime Drama Romance,English,United States of America,,,1952.0
huckleberry finn,J. Lee Thompson,Reader's Digest Apjac International United Artists,Jeff East,Paul Winfield,Harvey Korman,118.0,Music Family,English,United States of America,,,1974.0
tom sawyer,Don Taylor,United Artists,Johnny Whitaker,Celeste Holm,Warren Oates,103.0,Family Music,English,United States of America,8500000.0,2963639.0,1973.0
turn the river,Chris Eigeman,Bandora Mr. Nice,Famke Janssen,Rip Torn,Matt Ross,92.0,Drama,English,United States of America,,,2008.0
get smart,Peter Segal,Village Roadshow Pictures Atlas Entertainment Mosaic Media Group Mad Chance Warner Bros. WV Films IV Mel's Cite du Cinema Callahan Filmworks,Steve Carell,Anne Hathaway,Dwayne Johnson,110.0,Action Comedy Thriller,English Pусский,Canada Russia United States of America,80000000.0,230685453.0,2008.0
young people fucking,Martin Gero,Copperheart Entertainment,Aaron Abrams,Carly Pope,Kristin Booth,90.0,Comedy Drama Romance,English Deutsch,United States of America Canada,1500000.0,,2007.0
brick lane,Sarah Gavron,Ingenious Film Partners Ruby Films Film4,Tannishtha Chatterjee,Satish Kaushik,Christopher Simpson,102.0,Drama,English,United Kingdom India,,,2007.0
the rape of europa,Richard Berge Bonni Cohen,Actual Films Agon Arts and Entertainment Oregon Public Broadcasting,Joan Allen,unknown,unknown,117.0,Documentary History War,English,United States of America,,,2006.0
st. trinian's,Barnaby Thompson Oliver Parker,Ealing Studios Fragile Films Entertainment Film Distributors,Talulah Riley,Rupert Everett,Gemma Arterton,101.0,Comedy Family Science Fiction,English,United Kingdom,14000000.0,29100000.0,2007.0
the penalty,Wallace Worsley,Goldwyn Pictures Corporation Eminent Authors Pictures Inc,Charles Clary,Doris Pawn,Claire Adams,90.0,Crime Drama Horror,English,United States of America,89000.0,,1920.0
crossed tracks,Claude Lelouch,Samuel Goldwyn Les Films 13,Dominique Pinon,Audrey Dana,Fanny Ardant,103.0,Drama Thriller,Français,France,,,2007.0
desire,Frank Borzage,Paramount Pictures,Marlene Dietrich,Gary Cooper,John Halliday,95.0,Comedy Crime Drama Romance,Español English,United States of America,,,1936.0
futurama: the beast with a billion backs,Peter Avanzino,20th Century Fox Television The Curiosity Company,Billy West,Katey Sagal,John DiMaggio,90.0,Animation Comedy Science Fiction Fantasy,English,United States of America,,,2008.0
equinox,Dennis Muren Mark Thomas McGee Jack Woods,Tonylyn Productions Inc.,Edward Connell,Frank Bonner,Barbara Hewitt,80.0,Adventure Horror,English,United States of America,,,1970.0
at the death house door,Steve James Peter Gilbert,unknown,Carroll Pickett,Steve Mills,Maurice Possley,98.0,Crime Documentary,English,United States of America,,,2008.0
archangel,Guy Maddin,Cinephile Ordnance Pictures,Michael Gottli,David Falkenburg,Michael O'Sullivan,90.0,Comedy Drama Romance War,English,Canada,,,1990.0
battlefield baseball,Yudai Yamaguchi,Media Suits THE KLOCKWORX napalm FiLMS,Tak Sakaguchi,Atsushi Ito,Hideo Sakaki,87.0,Comedy Foreign Horror,Français 日本語,Japan,,,2003.0
the hourglass sanatorium,Wojciech Has,"Zespol Filmowy ""Silesia""",Jan Nowicki,Tadeusz Kondrat,Irena Orska,124.0,Fantasy Drama,Polski,Poland,,,1973.0
the color of pomegranates,Sergei Parajanov,Armenfilm Studios,Spartak Bagashvili,Sofiko Chiaureli,Medea Japaridze,79.0,Drama Foreign,Pусский,Armenia,,,1969.0
david cross: let america laugh,David Cross Lance Bangs,unknown,David Cross,Bob Kaliban,Michelle Maryk,93.0,Comedy Documentary,English,United States of America,,,2003.0
west of zanzibar,Tod Browning,Metro-Goldwyn-Mayer (MGM),Lon Chaney,Lionel Barrymore,Mary Nolan,65.0,Drama Mystery,English,United States of America,259000.0,921000.0,1928.0
tell it to the marines,George W. Hill,Metro-Goldwyn-Mayer (MGM),Lon Chaney,William Haines,Eleanor Boardman,103.0,Action Comedy Drama,English,United States of America,433000.0,1250000.0,1926.0
the unholy three,Tod Browning,Metro-Goldwyn-Mayer (MGM),Lon Chaney,Mae Busch,Matt Moore,86.0,Crime Drama Romance,English,United States of America,103000.0,704000.0,1925.0
the unholy three,Jack Conway,Metro-Goldwyn-Mayer,Lon Chaney,Lila Lee,Elliott Nugent,72.0,Crime Drama,English,United States of America,103000.0,704000.0,1930.0
london after midnight,Tod Browning,Metro-Goldwyn-Mayer (MGM),Lon Chaney,Marceline Day,Henry B. Walthall,69.0,Horror Drama,English,United States of America,152000.0,1000000.0,1927.0
dog day,Yves Boisset,JK Film CJ ENM Zion Ent,Lee Marvin,Miou-Miou,Jean Carmet,101.0,Action Crime Drama,English Français,France,,,1984.0
the klansman,Terence Young,Atlanta Productions,Richard Burton,Lee Marvin,Cameron Mitchell,112.0,Crime Drama Thriller,English,United States of America,5000000.0,,1974.0
pocket money,Stuart Rosenberg,First Artists Coleytown Productions,Paul Newman,Lee Marvin,Strother Martin,102.0,Action Comedy Western,English,United States of America,2444000.0,,1972.0
the goddess,Satyajit Ray,Columbia Pictures,Sharmila Tagore,Soumitra Chatterjee,Chhabi Biswas,93.0,Drama,বাংলা,India,,,1960.0
bambi ii,Brian Pimental,DisneyToon Studios,Patrick Stewart,Alexander Gould,Keith Ferguson,72.0,Animation Drama Family,English,United States of America,,,2006.0
gunnin' for that #1 spot,Adam Yauch,Oscilloscope,Jerryd Bayless,Michael Beasley,Tyreke Evans,90.0,Documentary,English,United States of America,,,2008.0
finding amanda,Peter Tolan,Capacity Pictures MJ Films,Matthew Broderick,Brittany Snow,Maura Tierney,96.0,Comedy Drama,English,United States of America,,,2008.0
kit kittredge: an american girl,Patricia Rozema,New Line Cinema Goldsmith-Thomas Productions Red Om Films HBO Films Picturehouse Front Street Films American Girl Brands,Abigail Breslin,Chris O'Donnell,Julia Ormond,101.0,Comedy Drama Family,English,United States of America,10000000.0,17700000.0,2008.0
gonzo: the life and work of dr. hunter s. thompson,Alex Gibney,BBC Storyville Diverse Productions HDNet Films Jigsaw Productions Phantom Films,Hunter S. Thompson,Johnny Depp,Muhammad Ali,120.0,Documentary,English,United States of America,,,2008.0
the wackness,Jonathan Levine,SBK Pictures Occupant Entertainment,Ben Kingsley,Famke Janssen,Josh Peck,99.0,Drama,English,United States of America,6000000.0,2899975.0,2008.0
up the yangtze,Yung Chang,unknown,Campbell Ping He,Jerry Bo Yu Chen,Cindy Shui Yu,93.0,Documentary Foreign,English 普通话,Canada China,,783000.0,2007.0
get well soon,Justin McCarthy,Lions Gate Films Giv'en Films,Vincent Gallo,Courteney Cox,Jeffrey Tambor,95.0,Comedy Romance,English,United States of America,,,2001.0
strange circus,Sion Sono,TLA Releasing Sedic,Rie Kuwana,Masumi Miyazaki,Mai Takahashi,108.0,Mystery Drama Horror Thriller,日本語,Japan,,,2005.0
along came jones,Stuart Heisler,RKO Radio Pictures International Pictures (I) Cinema Artists,Gary Cooper,Loretta Young,William Demarest,90.0,Action Comedy Western Romance,English Deutsch,United States of America,,,1945.0
the black swan,Henry King,Twentieth Century Fox Film Corporation,Tyrone Power,Maureen O'Hara,Laird Cregar,87.0,Action Adventure,English Español,United States of America,1493800.0,5727000.0,1942.0
cheyenne autumn,John Ford,Warner Bros. Ford-Smith Productions,Richard Widmark,Carroll Baker,Karl Malden,154.0,Western,English,United States of America,4200000.0,10980.0,1964.0
hour of the gun,John Sturges,The Mirisch Corporation Mirisch-Kappa Production,James Garner,Jason Robards,Robert Ryan,100.0,Action Drama Western,Český English,United States of America,,,1967.0
sleepwalking,William Maher,Infinity Features Entertainment FilmEngine Denver and Delilah Productions Icon Entertainment International,Nick Stahl,AnnaSophia Robb,Charlize Theron,101.0,Drama,English,Canada United States of America,,204660.0,2008.0
encounters at the end of the world,Werner Herzog,Discovery Films,Werner Herzog,Clive Oppenheimer,Scott Rowland,99.0,Documentary,English,United States of America,,,2007.0
mauvais sang,Leos Carax,Soprofilms Unité Trois Limbo Film AG Centre National de la Cinématographie (CNC) Les Films Plain Chant FR3 Films Production Georges Reinhart Productions Sofima Sogedis,Denis Lavant,Juliette Binoche,Michel Piccoli,119.0,Crime Drama Romance Science Fiction Thriller,Français,France,,,1986.0
dante 01,Marc Caro,Eskwad StudioCanal Wild Bunch Canal+ CinéCinéma Région Ile-de-France Conseil Régional des Pays de la Loire,Lambert Wilson,Linh Đan Phạm,Simona Maicanescu,82.0,Science Fiction,Français,France,8000000.0,,2008.0
standard operating procedure,Errol Morris,Sony Pictures Classics,Javal Davis,Ken Davis,Tony Diaz,117.0,Documentary,English,United States of America,,322323.0,2008.0
wee willie winkie,John Ford,Twentieth Century Fox Film Corporation,Shirley Temple,Victor McLaglen,C. Aubrey Smith,100.0,Adventure Family,English,United States of America,,,1937.0
a page of madness,Teinosuke Kinugasa,Shin Kankaku-ha Eiga Renmei Productions Kinugasa Productions National Film Art,Masuo Inoue,Yoshie Nakagawa,Ayala Iijima,70.0,Drama Horror,日本語,Japan,,,1926.0
two women,Tahmineh Milani,unknown,Niki Karimi,Mohammad Reza Forutan,Reza Khandan,96.0,Drama,فارسی,Iran,,,1999.0
zombie strippers!,Jay Lee,Larande Productions Scream HQ,Jenna Jameson,Robert Englund,Roxy Saint,94.0,Comedy Horror,English Polski,United States of America,,,2008.0
frosty the snowman,"Jules Bass Arthur Rankin, Jr.",Rankin/Bass Productions,Jimmy Durante,Billy De Wolfe,Jackie Vernon,25.0,Family Animation TV Movie,English,United States of America,,,1969.0
white light/black rain: the destruction of hiroshima and nagasaki,Steven Okazaki,HBO Documentary,Harold Agnew,Shuntaro Hida,Kiyoko Imori,86.0,Documentary,English,United States of America,,,2007.0
roman polanski: wanted and desired,Marina Zenovich,The Weinstein Company Graceful Pictures BBC HBO Documentary Films Antidote Films,Istvan Bajzat,Steve Barshop,Marilyn Beck,99.0,Documentary,English Français Deutsch,United Kingdom United States of America,,,2008.0
z channel: a magnificent obsession,Xan Cassavetes,Independent Film Channel (IFC) Maja Films Fresh Produce Films,Quentin Tarantino,Robert Altman,Jim Jarmusch,120.0,History Documentary,English,United States of America,,,2004.0
battle for haditha,Nick Broomfield,HanWay Films,Matthew Knoll,Elliott Ruiz,Eric Mehalacopoulos,97.0,Action Adventure Drama History War,العربية English,United Kingdom,,,2007.0
alexandra,Alexander Sokurov,Proline Film Centre National de la Cinématographie (CNC) Rézo Productions Russian Federation of Cinematography,Galina Vishnevskaya,Vasily Shevtsov,Raisa Gichaeva,95.0,War Drama Foreign, Pусский,France Russia,,,2007.0
transylvania,Tony Gatlif,Pyramide Productions Canal+ TPS Star Centre National de la Cinématographie (CNC) Soficinéma 2 Princes Films,Asia Argento,Amira Casar,Alexandra Beaujard,103.0,Drama,English Français Magyar Italiano Română,France,,,2006.0
mamma mia!,Phyllida Lloyd,Universal Pictures Internationale Filmproduktion Richter Playtone Relativity Media Littlestar,Meryl Streep,Pierce Brosnan,Amanda Seyfried,108.0,Comedy Romance,English ελληνικά,Germany United Kingdom United States of America,52000000.0,609841637.0,2008.0
ganes,JP Siili,Helsinki Filmi Oy,Eero Milonoff,Jussi Nikkilä,Olavi Uusivirta,110.0,Drama Music,suomi,Finland,,,2007.0
welcome to the sticks,Dany Boon Nicolas Guy,Centre National de la Cinématographie TF1 Films Productions Pathé Renn Productions Hirsch Canal+ CinéCinéma Région Nord-Pas-de-Calais Les Productions du Chicon Centre Régional des Ressources Audiovisuelles (CRRAV),Kad Merad,Dany Boon,Zoé Félix,106.0,Comedy,Français,France,11000000.0,53191886.0,2008.0
the pornographers,Shôhei Imamura,Nikkatsu Imamura Productions,Shoichi Ozawa,Sumiko Sakamoto,Masaomi Kondo,128.0,Drama Romance,日本語,Japan,,,1966.0
kabluey,Scott Prendergast,Whitewater Films,Lisa Kudrow,Christine Taylor,Scott Prendergast,86.0,Comedy Drama,English,United States of America,,83398.0,2007.0
the stone angel,Kari Skogland,Téléfilm Canada Sequence Film Astral Media Alliance Buffalo Gal Pictures Movie Central Network HandMade Films,Ellen Burstyn,Christine Horne,Cole Hauser,116.0,Drama,English,Canada United Kingdom,,473993.0,2007.0
honeydripper,John Sayles,Anarchist's Convention Films,Danny Glover,Lisa Gay Hamilton,Charles S. Dutton,124.0,Drama Music,English,United States of America,,,2007.0
summer '04,Stefan Krohmer,Ö-Filmproduktion ARTE SWR,Martina Gedeck,Robert Seeliger,Svea Lohde,97.0,Drama Romance,Deutsch,Germany,,630464.0,2006.0
the home of dark butterflies,Dome Karukoski,Solar Films inc.,Niilo Syväoja,Kati Outinen,Pertti Sveholm,108.0,Drama,suomi,Finland,2300000.0,,2008.0
dark floors,Pete Riski,Yleisradio (YLE) Solar Films inc. Icelandic Filmcompany Kisi Production,Skye Bennett,Noah Huntley,Dominique McElligott,85.0,Fantasy Horror,English,Finland Iceland,4300000.0,,2008.0
silentium,Wolfgang Murnberger,Dor Film Produktionsgesellschaft GmbH,Josef Hader,Simon Schwarz,Joachim Król,110.0,Comedy Crime Thriller,Deutsch,Austria,3648751.0,2043067.0,2004.0
rogue,Greg McLean,Village Roadshow Pictures Emu Creek Pictures,Radha Mitchell,Michael Vartan,Sam Worthington,99.0,Action Horror Thriller,English,Australia,20000000.0,4600000.0,2007.0
the violin,Francisco Vargas,Centro de Capacitación Cinematográfica (CCC),Ángel Tavira,Gerardo Taracena,Dagoberto Gama,98.0,Drama Foreign,Español,Mexico,,,2005.0
sublime,Tony Krantz,Raw Feed,Tom Cavanagh,Jeffrey Anderson-Gunter,Cas Anvar,113.0,Horror Thriller,English,United States of America,,,2007.0
towelhead,Alan Ball,This Is That Productions Your Face Goes Here Entertainment,Summer Bishil,Aaron Eckhart,Toni Collette,111.0,Drama,العربية English Español Français,United States of America,,367638.0,2008.0
no regrets for our youth,Akira Kurosawa,Toho Company,Setsuko Hara,Susumu Fujita,Denjirô Ôkôchi,110.0,Drama,日本語,Japan,,,1946.0
"it's the great pumpkin, charlie brown",Bill Melendez,Warner Bros. Home Video,Christopher Shea,Sally Dryer,Kathy Steinberg,25.0,Family Animation,English,United States of America,,,1966.0
lost islands,Reshef Levy,United King Films,Oshri Cohen,Michael Moshonov,Gilat Ankori,101.0,Drama,עִבְרִית,Israel,,,2008.0
borderline,William A. Seiter,Universal Pictures Borderline Productions Corp.,Fred MacMurray,Claire Trevor,Raymond Burr,88.0,Crime Drama Thriller,English Español,United States of America,5800000.0,2300000.0,1950.0
katyn,Andrzej Wajda,Akson Studio TVP S.A. Polski Instytut Sztuki Filmowej,Artur Żmijewski,Maja Ostaszewska,Andrzej Chyra,118.0,Drama History War,Український Deutsch Polski Pусский,Poland,5200000.0,14723313.0,2007.0
pan tadeusz,Andrzej Wajda,Canal Plus Canal+Polska Apollo Film,Andrzej Seweryn,Michal Zebrowski,Daniel Olbrychski,150.0,War Drama History Romance,Polski,France Poland,,,1999.0
journey to the center of the earth,Eric Brevig,New Line Cinema Walden Media,Brendan Fraser,Josh Hutcherson,Anita Briem,93.0,Action Science Fiction Adventure Comedy Family,English Íslenska Italiano,United States of America,45000000.0,101702060.0,2008.0
meet dave,Brian Robbins,Twentieth Century Fox Film Corporation Dune Entertainment Regency Enterprises Guy Walks into a Bar Productions Deep River Productions Friendly Films (II),Eddie Murphy,Elizabeth Banks,Gabrielle Union,90.0,Comedy Science Fiction Adventure Family,English,United States of America,60000000.0,50650079.0,2008.0
the machine girl,Noboru Iguchi,Fever Dreams,Minase Yashiro,Asami,Yûya Ishikawa,96.0,Action Adventure Comedy Crime Horror Thriller,日本語,Japan United States of America,,,2008.0
august,Austin Chick,Original Media,Josh Hartnett,Adam Scott,Robin Tunney,88.0,Drama,English Français,United States of America,,,2008.0
death defying acts,Gillian Armstrong,BBC Films,Catherine Zeta-Jones,Guy Pearce,Timothy Spall,97.0,Drama Romance,English Français Italiano,United Kingdom,20000000.0,8380329.0,2007.0
water lilies,Céline Sciamma,Canal+ Balthazar Productions Région Ile-de-France Centre National de la Cinématographie (CNC) Arte / Cofinova 3,Pauline Acquart,Louise Blachère,Adèle Haenel,85.0,Drama Romance,Français,France,,,2007.0
shrooms,Paddy Breathnach,Nordisk Film Ingenious Film Partners Capitol Films Potboiler Productions Ltd. Bórd Scannán na hÉireann Northern Ireland Film and Television Commission Nepenthe Productions Irish Film Board Treasure Entertainment,Lindsey Haun,Jack Huston,Max Kasch,84.0,Horror,English Italiano,Ireland United Kingdom Denmark,,4910682.0,2007.0
manslaughter,Per Fly,Zentropa Entertainments,Jesper Christensen,Pernilla August,Charlotte Fich,100.0,Drama,Dansk svenska,Denmark,,,2005.0
the bench,Per Fly,Zentropa Entertainments,Jesper Christensen,Nicolaj Kopernikus,Jens Albinus,93.0,Drama,Dansk Deutsch Magyar,Sweden Denmark,,,2000.0
breath,Kim Ki-duk,Kim Ki-Duk Film,Chang Chen,Ha Jung-woo,Park Ji-ah ,84.0,Crime Drama,한국어/조선말,South Korea,,,2007.0
just another love story,Ole Bornedal,Thura Film,Anders W. Berthelsen,Rebecka Hemse,Nikolaj Lie Kaas,100.0,Thriller Crime Drama,Dansk,Denmark,,,2007.0
the substitute,Ole Bornedal,Thura Film,Paprika Steen,Ulrich Thomsen,Jonas Wandschneider,93.0,Thriller Comedy,Dansk,Denmark,,14818176.0,2007.0
next door,Pål Sletaune,Columbia TriStar Nordisk Film Distributors A/S TLA Releasing,Kristoffer Joner,Cecilie A. Mosli,Julia Schacht,75.0,Horror Mystery Thriller,Norsk svenska,Denmark Norway Sweden,2400000.0,,2005.0
chinese roulette,Rainer Werner Fassbinder,Les Films du Losange Albatros Filmproduktion Multicine,Anna Karina,Margit Carstensen,Brigitte Mira,96.0,Thriller Drama,Deutsch,Germany France,,,1976.0
